,team,web_name,id_x,chance_of_playing_next_round,now_cost,minutes,team_name,first_name,second_name,full_name,matches,name,link,season,fuzz_ratio
36,2,Targett,42,,45,2291,Aston Villa,Matt,Targett,MattTargett,Matt_Targett,Matt_Targett,/vaastav/Fantasy-Premier-League/tree/master/data/2016-17/players/Matt_Targett,2016-17,91
43,3,Lallana,54,,65,371,Brighton,Adam,Lallana,AdamLallana,Adam_Lallana,Adam_Lallana,/vaastav/Fantasy-Premier-League/tree/master/data/2016-17/players/Adam_Lallana,2016-17,91
64,4,Tarkowski,81,,55,3420,Burnley,James,Tarkowski,JamesTarkowski,James_Tarkowski,James_Tarkowski,/vaastav/Fantasy-Premier-League/tree/master/data/2016-17/players/James_Tarkowski,2016-17,93
65,4,Bardsley,82,,45,1890,Burnley,Phil,Bardsley,PhilBardsley,Phil_Bardsley,Phil_Bardsley,/vaastav/Fantasy-Premier-League/tree/master/data/2016-17/players/Phil_Bardsley,2016-17,92
66,4,Pieters,83,,45,1876,Burnley,Erik,Pieters,ErikPieters,Erik_Pieters,Erik_Pieters,/vaastav/Fantasy-Premier-League/tree/master/data/2016-17/players/Erik_Pieters,2016-17,91
67,4,Cork,84,0.0,50,2614,Burnley,Jack,Cork,JackCork,Jack_Cork,Jack_Cork,/vaastav/Fantasy-Premier-League/tree/master/data/2016-17/players/Jack_Cork,2016-17,88
68,4,Long,85,,45,562,Burnley,Kevin,Long,KevinLong,Kevin_Long,Kevin_Long,/vaastav/Fantasy-Premier-League/tree/master/data/2016-17/players/Kevin_Long,2016-17,89
69,4,Rodriguez,86,,60,2002,Burnley,Jay,Rodriguez,JayRodriguez,Jay_Rodriguez,Jay_Rodriguez,/vaastav/Fantasy-Premier-League/tree/master/data/2016-17/players/Jay_Rodriguez,2016-17,92
70,4,Barnes,87,,60,1350,Burnley,Ashley,Barnes,AshleyBarnes,Ashley_Barnes,Ashley_Barnes,/vaastav/Fantasy-Premier-League/tree/master/data/2016-17/players/Ashley_Barnes,2016-17,92
71,4,Mee,88,,50,2880,Burnley,Ben,Mee,BenMee,Ben_Mee,Ben_Mee,/vaastav/Fantasy-Premier-League/tree/master/data/2016-17/players/Ben_Mee,2016-17,83
72,4,Westwood,89,,55,3150,Burnley,Ashley,Westwood,AshleyWestwood,Ashley_Westwood,Ashley_Westwood,/vaastav/Fantasy-Premier-League/tree/master/data/2016-17/players/Ashley_Westwood,2016-17,93
73,4,Gudmundsson,90,,55,617,Burnley,Johann Berg,Gudmundsson,Johann BergGudmundsson,Johann Berg_Gudmundsson,Johann Berg_Gudmundsson,/vaastav/Fantasy-Premier-League/tree/master/data/2016-17/players/Johann%20Berg_Gudmundsson,2016-17,95
75,4,Lowton,92,,45,1530,Burnley,Matthew,Lowton,MatthewLowton,Matthew_Lowton,Matthew_Lowton,/vaastav/Fantasy-Premier-League/tree/master/data/2016-17/players/Matthew_Lowton,2016-17,92
76,4,Vydra,93,,50,807,Burnley,Matej,Vydra,MatejVydra,Matej_Vydra,Matej_Vydra,/vaastav/Fantasy-Premier-League/tree/master/data/2016-17/players/Matej_Vydra,2016-17,90
77,4,Gibson,94,,40,0,Burnley,Ben,Gibson,BenGibson,Ben_Gibson,Ben_Gibson,/vaastav/Fantasy-Premier-League/tree/master/data/2016-17/players/Ben_Gibson,2016-17,89
78,4,Brady,95,,50,445,Burnley,Robbie,Brady,RobbieBrady,Robbie_Brady,Robbie_Brady,/vaastav/Fantasy-Premier-League/tree/master/data/2016-17/players/Robbie_Brady,2016-17,91
79,4,Pope,96,,55,3420,Burnley,Nick,Pope,NickPope,Nick_Pope,Nick_Pope,/vaastav/Fantasy-Premier-League/tree/master/data/2016-17/players/Nick_Pope,2016-17,88
83,5,Caballero,101,,50,450,Chelsea,Willy,Caballero,WillyCaballero,Willy_Caballero,Willy_Caballero,/vaastav/Fantasy-Premier-League/tree/master/data/2016-17/players/Willy_Caballero,2016-17,93
84,5,Azpilicueta,102,,60,3229,Chelsea,César,Azpilicueta,CésarAzpilicueta,César_Azpilicueta,César_Azpilicueta,/vaastav/Fantasy-Premier-League/tree/master/data/2016-17/players/C%C3%A9sar_Azpilicueta,2016-17,94
85,5,Giroud,103,,70,988,Chelsea,Olivier,Giroud,OlivierGiroud,Olivier_Giroud,Olivier_Giroud,/vaastav/Fantasy-Premier-League/tree/master/data/2016-17/players/Olivier_Giroud,2016-17,92
86,5,Alonso,104,,60,1429,Chelsea,Marcos,Alonso,MarcosAlonso,Marcos_Alonso,Marcos_Alonso,/vaastav/Fantasy-Premier-League/tree/master/data/2016-17/players/Marcos_Alonso,2016-17,92
87,5,Barkley,106,,60,1095,Chelsea,Ross,Barkley,RossBarkley,Ross_Barkley,Ross_Barkley,/vaastav/Fantasy-Premier-League/tree/master/data/2016-17/players/Ross_Barkley,2016-17,91
89,5,Batshuayi,108,,60,224,Chelsea,Michy,Batshuayi,MichyBatshuayi,Michy_Batshuayi,Michy_Batshuayi,/vaastav/Fantasy-Premier-League/tree/master/data/2016-17/players/Michy_Batshuayi,2016-17,93
91,5,Zouma,110,,50,2343,Chelsea,Kurt,Zouma,KurtZouma,Kurt_Zouma,Kurt_Zouma,/vaastav/Fantasy-Premier-League/tree/master/data/2016-17/players/Kurt_Zouma,2016-17,89
92,5,Kanté,113,,50,1730,Chelsea,N'Golo,Kanté,N'GoloKanté,N'Golo_Kanté,N'Golo_Kanté,/vaastav/Fantasy-Premier-League/tree/master/data/2016-17/players/N'Golo_Kant%C3%A9,2016-17,91
93,5,Loftus-Cheek,115,,60,203,Chelsea,Ruben,Loftus-Cheek,RubenLoftus-Cheek,Ruben_Loftus-Cheek,Ruben_Loftus-Cheek,/vaastav/Fantasy-Premier-League/tree/master/data/2016-17/players/Ruben_Loftus-Cheek,2016-17,94
102,5,Chilwell,232,0.0,55,2374,Chelsea,Benjamin,Chilwell,BenjaminChilwell,Benjamin_Chilwell,Benjamin_Chilwell,/vaastav/Fantasy-Premier-League/tree/master/data/2016-17/players/Benjamin_Chilwell,2016-17,94
103,6,Cahill,125,0.0,45,2167,Crystal Palace,Gary,Cahill,GaryCahill,Gary_Cahill,Gary_Cahill,/vaastav/Fantasy-Premier-League/tree/master/data/2016-17/players/Gary_Cahill,2016-17,90
104,6,Hennessey,126,,45,270,Crystal Palace,Wayne,Hennessey,WayneHennessey,Wayne_Hennessey,Wayne_Hennessey,/vaastav/Fantasy-Premier-League/tree/master/data/2016-17/players/Wayne_Hennessey,2016-17,93
105,6,Sakho,127,0.0,45,929,Crystal Palace,Mamadou,Sakho,MamadouSakho,Mamadou_Sakho,Mamadou_Sakho,/vaastav/Fantasy-Premier-League/tree/master/data/2016-17/players/Mamadou_Sakho,2016-17,92
107,6,Tomkins,129,0.0,45,1582,Crystal Palace,James,Tomkins,JamesTomkins,James_Tomkins,James_Tomkins,/vaastav/Fantasy-Premier-League/tree/master/data/2016-17/players/James_Tomkins,2016-17,92
108,6,McArthur,130,,55,3091,Crystal Palace,James,McArthur,JamesMcArthur,James_McArthur,James_McArthur,/vaastav/Fantasy-Premier-League/tree/master/data/2016-17/players/James_McArthur,2016-17,92
109,6,McCarthy,131,,45,1668,Crystal Palace,James,McCarthy,JamesMcCarthy,James_McCarthy,James_McCarthy,/vaastav/Fantasy-Premier-League/tree/master/data/2016-17/players/James_McCarthy,2016-17,92
110,6,Benteke,132,,55,1252,Crystal Palace,Christian,Benteke,ChristianBenteke,Christian_Benteke,Christian_Benteke,/vaastav/Fantasy-Premier-League/tree/master/data/2016-17/players/Christian_Benteke,2016-17,94
111,6,Kouyaté,133,,50,2524,Crystal Palace,Cheikhou,Kouyaté,CheikhouKouyaté,Cheikhou_Kouyaté,Cheikhou_Kouyaté,/vaastav/Fantasy-Premier-League/tree/master/data/2016-17/players/Cheikhou_Kouyat%C3%A9,2016-17,93
112,6,Ward,134,,45,2380,Crystal Palace,Joel,Ward,JoelWard,Joel_Ward,Joel_Ward,/vaastav/Fantasy-Premier-League/tree/master/data/2016-17/players/Joel_Ward,2016-17,88
113,6,Kelly,135,,45,1547,Crystal Palace,Martin,Kelly,MartinKelly,Martin_Kelly,Martin_Kelly,/vaastav/Fantasy-Premier-League/tree/master/data/2016-17/players/Martin_Kelly,2016-17,91
114,6,Wickham,136,,45,90,Crystal Palace,Connor,Wickham,ConnorWickham,Connor_Wickham,Connor_Wickham,/vaastav/Fantasy-Premier-League/tree/master/data/2016-17/players/Connor_Wickham,2016-17,92
115,6,Townsend,137,,60,1284,Crystal Palace,Andros,Townsend,AndrosTownsend,Andros_Townsend,Andros_Townsend,/vaastav/Fantasy-Premier-League/tree/master/data/2016-17/players/Andros_Townsend,2016-17,93
116,6,Milivojevic,138,,60,2510,Crystal Palace,Luka,Milivojevic,LukaMilivojevic,Luka_Milivojevic,Luka_Milivojevic,/vaastav/Fantasy-Premier-League/tree/master/data/2016-17/players/Luka_Milivojevic,2016-17,93
117,6,van Aanholt,139,0.0,55,2507,Crystal Palace,Patrick,van Aanholt,Patrickvan Aanholt,Patrick_van Aanholt,Patrick_van Aanholt,/vaastav/Fantasy-Premier-League/tree/master/data/2016-17/players/Patrick_van%20Aanholt,2016-17,94
118,6,Ayew,140,,60,3148,Crystal Palace,Jordan,Ayew,JordanAyew,Jordan_Ayew,Jordan_Ayew,/vaastav/Fantasy-Premier-League/tree/master/data/2016-17/players/Jordan_Ayew,2016-17,90
119,6,Zaha,141,,70,3279,Crystal Palace,Wilfried,Zaha,WilfriedZaha,Wilfried_Zaha,Wilfried_Zaha,/vaastav/Fantasy-Premier-League/tree/master/data/2016-17/players/Wilfried_Zaha,2016-17,92
120,6,Schlupp,142,,55,1030,Crystal Palace,Jeffrey,Schlupp,JeffreySchlupp,Jeffrey_Schlupp,Jeffrey_Schlupp,/vaastav/Fantasy-Premier-League/tree/master/data/2016-17/players/Jeffrey_Schlupp,2016-17,93
124,6,Dann,486,,45,1264,Crystal Palace,Scott,Dann,ScottDann,Scott_Dann,Scott_Dann,/vaastav/Fantasy-Premier-League/tree/master/data/2016-17/players/Scott_Dann,2016-17,89
125,7,Walcott,148,,60,1281,Everton,Theo,Walcott,TheoWalcott,Theo_Walcott,Theo_Walcott,/vaastav/Fantasy-Premier-League/tree/master/data/2016-17/players/Theo_Walcott,2016-17,91
126,7,Delph,149,,50,1187,Everton,Fabian,Delph,FabianDelph,Fabian_Delph,Fabian_Delph,/vaastav/Fantasy-Premier-League/tree/master/data/2016-17/players/Fabian_Delph,2016-17,91
127,7,Sigurdsson,150,,70,2555,Everton,Gylfi,Sigurdsson,GylfiSigurdsson,Gylfi_Sigurdsson,Gylfi_Sigurdsson,/vaastav/Fantasy-Premier-League/tree/master/data/2016-17/players/Gylfi_Sigurdsson,2016-17,93
129,7,Coleman,152,,50,1833,Everton,Seamus,Coleman,SeamusColeman,Seamus_Coleman,Seamus_Coleman,/vaastav/Fantasy-Premier-League/tree/master/data/2016-17/players/Seamus_Coleman,2016-17,92
131,7,Keane,156,,50,2556,Everton,Michael,Keane,MichaelKeane,Michael_Keane,Michael_Keane,/vaastav/Fantasy-Premier-League/tree/master/data/2016-17/players/Michael_Keane,2016-17,92
132,7,Pickford,157,,50,3420,Everton,Jordan,Pickford,JordanPickford,Jordan_Pickford,Jordan_Pickford,/vaastav/Fantasy-Premier-League/tree/master/data/2016-17/players/Jordan_Pickford,2016-17,93
134,7,Iwobi,159,,60,1591,Everton,Alex,Iwobi,AlexIwobi,Alex_Iwobi,Alex_Iwobi,/vaastav/Fantasy-Premier-League/tree/master/data/2016-17/players/Alex_Iwobi,2016-17,89
135,7,Kenny,160,,45,0,Everton,Jonjoe,Kenny,JonjoeKenny,Jonjoe_Kenny,Jonjoe_Kenny,/vaastav/Fantasy-Premier-League/tree/master/data/2016-17/players/Jonjoe_Kenny,2016-17,91
137,7,Davies,163,,55,2020,Everton,Tom,Davies,TomDavies,Tom_Davies,Tom_Davies,/vaastav/Fantasy-Premier-League/tree/master/data/2016-17/players/Tom_Davies,2016-17,89
138,7,Calvert-Lewin,164,,70,2621,Everton,Dominic,Calvert-Lewin,DominicCalvert-Lewin,Dominic_Calvert-Lewin,Dominic_Calvert-Lewin,/vaastav/Fantasy-Premier-League/tree/master/data/2016-17/players/Dominic_Calvert-Lewin,2016-17,95
139,7,Holgate,165,,50,2052,Everton,Mason,Holgate,MasonHolgate,Mason_Holgate,Mason_Holgate,/vaastav/Fantasy-Premier-League/tree/master/data/2016-17/players/Mason_Holgate,2016-17,92
155,8,Mawson,185,,45,0,Fulham,Alfie,Mawson,AlfieMawson,Alfie_Mawson,Alfie_Mawson,/vaastav/Fantasy-Premier-League/tree/master/data/2016-17/players/Alfie_Mawson,2016-17,91
159,8,Reed,373,,45,0,Fulham,Harrison,Reed,HarrisonReed,Harrison_Reed,Harrison_Reed,/vaastav/Fantasy-Premier-League/tree/master/data/2016-17/players/Harrison_Reed,2016-17,92
162,9,Morgan,216,75.0,45,430,Leicester,Wes,Morgan,WesMorgan,Wes_Morgan,Wes_Morgan,/vaastav/Fantasy-Premier-League/tree/master/data/2016-17/players/Wes_Morgan,2016-17,89
163,9,Schmeichel,217,,55,3420,Leicester,Kasper,Schmeichel,KasperSchmeichel,Kasper_Schmeichel,Kasper_Schmeichel,/vaastav/Fantasy-Premier-League/tree/master/data/2016-17/players/Kasper_Schmeichel,2016-17,94
164,9,Fuchs,218,0.0,45,770,Leicester,Christian,Fuchs,ChristianFuchs,Christian_Fuchs,Christian_Fuchs,/vaastav/Fantasy-Premier-League/tree/master/data/2016-17/players/Christian_Fuchs,2016-17,93
165,9,Evans,219,0.0,55,3384,Leicester,Jonny,Evans,JonnyEvans,Jonny_Evans,Jonny_Evans,/vaastav/Fantasy-Premier-League/tree/master/data/2016-17/players/Jonny_Evans,2016-17,90
167,9,Albrighton,221,,55,857,Leicester,Marc,Albrighton,MarcAlbrighton,Marc_Albrighton,Marc_Albrighton,/vaastav/Fantasy-Premier-League/tree/master/data/2016-17/players/Marc_Albrighton,2016-17,93
170,9,Vardy,224,,100,3032,Leicester,Jamie,Vardy,JamieVardy,Jamie_Vardy,Jamie_Vardy,/vaastav/Fantasy-Premier-League/tree/master/data/2016-17/players/Jamie_Vardy,2016-17,90
172,9,Amartey,227,0.0,40,0,Leicester,Daniel,Amartey,DanielAmartey,Daniel_Amartey,Daniel_Amartey,/vaastav/Fantasy-Premier-League/tree/master/data/2016-17/players/Daniel_Amartey,2016-17,92
174,9,Gray,230,,55,605,Leicester,Demarai,Gray,DemaraiGray,Demarai_Gray,Demarai_Gray,/vaastav/Fantasy-Premier-League/tree/master/data/2016-17/players/Demarai_Gray,2016-17,91
176,9,Iheanacho,233,,60,953,Leicester,Kelechi,Iheanacho,KelechiIheanacho,Kelechi_Iheanacho,Kelechi_Iheanacho,/vaastav/Fantasy-Premier-League/tree/master/data/2016-17/players/Kelechi_Iheanacho,2016-17,94
178,9,Ndidi,236,,50,2671,Leicester,Wilfred,Ndidi,WilfredNdidi,Wilfred_Ndidi,Wilfred_Ndidi,/vaastav/Fantasy-Premier-League/tree/master/data/2016-17/players/Wilfred_Ndidi,2016-17,92
185,10,Forshaw,199,,50,0,Leeds,Adam,Forshaw,AdamForshaw,Adam_Forshaw,Adam_Forshaw,/vaastav/Fantasy-Premier-League/tree/master/data/2016-17/players/Adam_Forshaw,2016-17,91
187,10,Bamford,202,,55,0,Leeds,Patrick,Bamford,PatrickBamford,Patrick_Bamford,Patrick_Bamford,/vaastav/Fantasy-Premier-League/tree/master/data/2016-17/players/Patrick_Bamford,2016-17,93
200,11,Milner,241,,55,924,Liverpool,James,Milner,JamesMilner,James_Milner,James_Milner,/vaastav/Fantasy-Premier-League/tree/master/data/2016-17/players/James_Milner,2016-17,91
202,11,Wijnaldum,243,,55,2933,Liverpool,Georginio,Wijnaldum,GeorginioWijnaldum,Georginio_Wijnaldum,Georginio_Wijnaldum,/vaastav/Fantasy-Premier-League/tree/master/data/2016-17/players/Georginio_Wijnaldum,2016-17,94
203,11,Henderson,244,,55,2234,Liverpool,Jordan,Henderson,JordanHenderson,Jordan_Henderson,Jordan_Henderson,/vaastav/Fantasy-Premier-League/tree/master/data/2016-17/players/Jordan_Henderson,2016-17,93
204,11,Adrián,245,,45,873,Liverpool,Adrián,San Miguel del Castillo,AdriánSan Miguel del Castillo,Adrián_San Miguel del Castillo,Adrián_San Miguel del Castillo,/vaastav/Fantasy-Premier-League/tree/master/data/2016-17/players/Adri%C3%A1n_San%20Miguel%20del%20Castillo,2016-17,97
205,11,Matip,246,,55,703,Liverpool,Joel,Matip,JoelMatip,Joel_Matip,Joel_Matip,/vaastav/Fantasy-Premier-League/tree/master/data/2016-17/players/Joel_Matip,2016-17,89
206,11,Shaqiri,247,,65,181,Liverpool,Xherdan,Shaqiri,XherdanShaqiri,Xherdan_Shaqiri,Xherdan_Shaqiri,/vaastav/Fantasy-Premier-League/tree/master/data/2016-17/players/Xherdan_Shaqiri,2016-17,93
207,11,Chamberlain,248,50.0,65,1475,Liverpool,Alex,Oxlade-Chamberlain,AlexOxlade-Chamberlain,Alex_Oxlade-Chamberlain,Alex_Oxlade-Chamberlain,/vaastav/Fantasy-Premier-League/tree/master/data/2016-17/players/Alex_Oxlade-Chamberlain,2016-17,95
208,11,Firmino,249,,95,2985,Liverpool,Roberto,Firmino,RobertoFirmino,Roberto_Firmino,Roberto_Firmino,/vaastav/Fantasy-Premier-League/tree/master/data/2016-17/players/Roberto_Firmino,2016-17,93
209,11,van Dijk,250,,65,3420,Liverpool,Virgil,van Dijk,Virgilvan Dijk,Virgil_van Dijk,Virgil_van Dijk,/vaastav/Fantasy-Premier-League/tree/master/data/2016-17/players/Virgil_van%20Dijk,2016-17,93
210,11,Mané,251,,120,2745,Liverpool,Sadio,Mané,SadioMané,Sadio_Mané,Sadio_Mané,/vaastav/Fantasy-Premier-League/tree/master/data/2016-17/players/Sadio_Man%C3%A9,2016-17,89
214,11,Robertson,255,,70,3111,Liverpool,Andrew,Robertson,AndrewRobertson,Andrew_Robertson,Andrew_Robertson,/vaastav/Fantasy-Premier-League/tree/master/data/2016-17/players/Andrew_Robertson,2016-17,93
215,11,Origi,256,,55,699,Liverpool,Divock,Origi,DivockOrigi,Divock_Origi,Divock_Origi,/vaastav/Fantasy-Premier-League/tree/master/data/2016-17/players/Divock_Origi,2016-17,91
216,11,Harry Wilson,257,,55,1637,Liverpool,Harry,Wilson,HarryWilson,Harry_Wilson,Harry_Wilson,/vaastav/Fantasy-Premier-League/tree/master/data/2016-17/players/Harry_Wilson,2016-17,91
218,11,Alexander-Arnold,259,,75,3173,Liverpool,Trent,Alexander-Arnold,TrentAlexander-Arnold,Trent_Alexander-Arnold,Trent_Alexander-Arnold,/vaastav/Fantasy-Premier-League/tree/master/data/2016-17/players/Trent_Alexander-Arnold,2016-17,95
219,11,Gomez,260,,55,1999,Liverpool,Joseph,Gomez,JosephGomez,Joseph_Gomez,Joseph_Gomez,/vaastav/Fantasy-Premier-League/tree/master/data/2016-17/players/Joseph_Gomez,2016-17,91
220,11,Brewster,262,,45,0,Liverpool,Rhian,Brewster,RhianBrewster,Rhian_Brewster,Rhian_Brewster,/vaastav/Fantasy-Premier-League/tree/master/data/2016-17/players/Rhian_Brewster,2016-17,92
223,12,Fernandinho,266,,55,2394,Man City,Fernando,Luiz Rosa,FernandoLuiz Rosa,Fernando_Luiz Rosa,Fernando_Luiz Rosa,/vaastav/Fantasy-Premier-League/tree/master/data/2016-17/players/Fernando_Luiz%20Rosa,2016-17,94
224,12,Bravo,267,0.0,45,346,Man City,Claudio,Bravo,ClaudioBravo,Claudio_Bravo,Claudio_Bravo,/vaastav/Fantasy-Premier-League/tree/master/data/2016-17/players/Claudio_Bravo,2016-17,92
225,12,Agüero,268,,105,1449,Man City,Sergio,Agüero,SergioAgüero,Sergio_Agüero,Sergio_Agüero,/vaastav/Fantasy-Premier-League/tree/master/data/2016-17/players/Sergio_Ag%C3%BCero,2016-17,92
226,12,Otamendi,269,,50,1710,Man City,Nicolás,Otamendi,NicolásOtamendi,Nicolás_Otamendi,Nicolás_Otamendi,/vaastav/Fantasy-Premier-League/tree/master/data/2016-17/players/Nicol%C3%A1s_Otamendi,2016-17,93
227,12,Walker,270,,60,2392,Man City,Kyle,Walker,KyleWalker,Kyle_Walker,Kyle_Walker,/vaastav/Fantasy-Premier-League/tree/master/data/2016-17/players/Kyle_Walker,2016-17,90
228,12,Gündogan,271,,55,2012,Man City,Ilkay,Gündogan,IlkayGündogan,Ilkay_Gündogan,Ilkay_Gündogan,/vaastav/Fantasy-Premier-League/tree/master/data/2016-17/players/Ilkay_G%C3%BCndogan,2016-17,92
229,12,De Bruyne,272,,115,2790,Man City,Kevin,De Bruyne,KevinDe Bruyne,Kevin_De Bruyne,Kevin_De Bruyne,/vaastav/Fantasy-Premier-League/tree/master/data/2016-17/players/Kevin_De%20Bruyne,2016-17,93
230,12,Stones,273,,50,1118,Man City,John,Stones,JohnStones,John_Stones,John_Stones,/vaastav/Fantasy-Premier-League/tree/master/data/2016-17/players/John_Stones,2016-17,90
232,12,Mahrez,275,,85,1934,Man City,Riyad,Mahrez,RiyadMahrez,Riyad_Mahrez,Riyad_Mahrez,/vaastav/Fantasy-Premier-League/tree/master/data/2016-17/players/Riyad_Mahrez,2016-17,91
233,12,Sterling,276,,115,2651,Man City,Raheem,Sterling,RaheemSterling,Raheem_Sterling,Raheem_Sterling,/vaastav/Fantasy-Premier-League/tree/master/data/2016-17/players/Raheem_Sterling,2016-17,93
235,12,Aké,279,,55,2503,Man City,Nathan,Aké,NathanAké,Nathan_Aké,Nathan_Aké,/vaastav/Fantasy-Premier-League/tree/master/data/2016-17/players/Nathan_Ak%C3%A9,2016-17,89
238,12,Jesus,282,,95,2018,Man City,Gabriel Fernando,de Jesus,Gabriel Fernandode Jesus,Gabriel Fernando_de Jesus,Gabriel Fernando_de Jesus,/vaastav/Fantasy-Premier-League/tree/master/data/2016-17/players/Gabriel%20Fernando_de%20Jesus,2016-17,96
239,12,Zinchenko,283,,55,1271,Man City,Oleksandr,Zinchenko,OleksandrZinchenko,Oleksandr_Zinchenko,Oleksandr_Zinchenko,/vaastav/Fantasy-Premier-League/tree/master/data/2016-17/players/Oleksandr_Zinchenko,2016-17,94
244,13,Romero,289,,50,0,Man Utd,Sergio,Romero,SergioRomero,Sergio_Romero,Sergio_Romero,/vaastav/Fantasy-Premier-League/tree/master/data/2016-17/players/Sergio_Romero,2016-17,92
245,13,Mata,290,,60,747,Man Utd,Juan,Mata,JuanMata,Juan_Mata,Juan_Mata,/vaastav/Fantasy-Premier-League/tree/master/data/2016-17/players/Juan_Mata,2016-17,88
246,13,de Gea,291,,55,3420,Man Utd,David,de Gea,Davidde Gea,David_de Gea,David_de Gea,/vaastav/Fantasy-Premier-League/tree/master/data/2016-17/players/David_de%20Gea,2016-17,91
247,13,Smalling,292,,50,0,Man Utd,Chris,Smalling,ChrisSmalling,Chris_Smalling,Chris_Smalling,/vaastav/Fantasy-Premier-League/tree/master/data/2016-17/players/Chris_Smalling,2016-17,92
248,13,Ighalo,293,,65,92,Man Utd,Odion,Ighalo,OdionIghalo,Odion_Ighalo,Odion_Ighalo,/vaastav/Fantasy-Premier-League/tree/master/data/2016-17/players/Odion_Ighalo,2016-17,91
249,13,Rojo,294,,50,121,Man Utd,Marcos,Rojo,MarcosRojo,Marcos_Rojo,Marcos_Rojo,/vaastav/Fantasy-Premier-League/tree/master/data/2016-17/players/Marcos_Rojo,2016-17,90
250,13,Matic,295,,50,1578,Man Utd,Nemanja,Matic,NemanjaMatic,Nemanja_Matic,Nemanja_Matic,/vaastav/Fantasy-Premier-League/tree/master/data/2016-17/players/Nemanja_Matic,2016-17,92
251,13,Pogba,296,,80,1202,Man Utd,Paul,Pogba,PaulPogba,Paul_Pogba,Paul_Pogba,/vaastav/Fantasy-Premier-League/tree/master/data/2016-17/players/Paul_Pogba,2016-17,89
