,team,web_name,id_x,chance_of_playing_next_round,now_cost,minutes,team_name,first_name,second_name,full_name,matches,name,link,season,fuzz_ratio
252,13,Jones,297,,50,135,Man Utd,Phil,Jones,PhilJones,Phil_Jones,Phil_Jones,/vaastav/Fantasy-Premier-League/tree/master/data/2016-17/players/Phil_Jones,2016-17,89
253,13,Maguire,298,,55,3420,Man Utd,Harry,Maguire,HarryMaguire,Harry_Maguire,Harry_Maguire,/vaastav/Fantasy-Premier-League/tree/master/data/2016-17/players/Harry_Maguire,2016-17,92
255,13,Shaw,300,,50,1730,Man Utd,Luke,Shaw,LukeShaw,Luke_Shaw,Luke_Shaw,/vaastav/Fantasy-Premier-League/tree/master/data/2016-17/players/Luke_Shaw,2016-17,88
256,13,Lingard,301,,60,923,Man Utd,Jesse,Lingard,JesseLingard,Jesse_Lingard,Jesse_Lingard,/vaastav/Fantasy-Premier-League/tree/master/data/2016-17/players/Jesse_Lingard,2016-17,92
258,13,Martial,303,,90,2625,Man Utd,Anthony,Martial,AnthonyMartial,Anthony_Martial,Anthony_Martial,/vaastav/Fantasy-Premier-League/tree/master/data/2016-17/players/Anthony_Martial,2016-17,93
259,13,Pereira,304,,50,1478,Man Utd,Andreas,Pereira,AndreasPereira,Andreas_Pereira,Andreas_Pereira,/vaastav/Fantasy-Premier-League/tree/master/data/2016-17/players/Andreas_Pereira,2016-17,93
260,13,Henderson,305,,55,3240,Man Utd,Dean,Henderson,DeanHenderson,Jordan_Henderson,Jordan_Henderson,/vaastav/Fantasy-Premier-League/tree/master/data/2016-17/players/Jordan_Henderson,2016-17,85
261,13,Rashford,306,,95,2645,Man Utd,Marcus,Rashford,MarcusRashford,Marcus_Rashford,Marcus_Rashford,/vaastav/Fantasy-Premier-League/tree/master/data/2016-17/players/Marcus_Rashford,2016-17,93
262,13,Tuanzebe,307,,45,187,Man Utd,Axel,Tuanzebe,AxelTuanzebe,Axel_Tuanzebe,Axel_Tuanzebe,/vaastav/Fantasy-Premier-League/tree/master/data/2016-17/players/Axel_Tuanzebe,2016-17,92
264,13,McTominay,309,,50,1765,Man Utd,Scott,McTominay,ScottMcTominay,Scott_McTominay,Scott_McTominay,/vaastav/Fantasy-Premier-League/tree/master/data/2016-17/players/Scott_McTominay,2016-17,93
265,13,Bailly,310,,50,148,Man Utd,Eric,Bailly,EricBailly,Eric_Bailly,Eric_Bailly,/vaastav/Fantasy-Premier-League/tree/master/data/2016-17/players/Eric_Bailly,2016-17,90
266,13,James,311,,65,2281,Man Utd,Daniel,James,DanielJames,Daniel_James,Daniel_James,/vaastav/Fantasy-Premier-League/tree/master/data/2016-17/players/Daniel_James,2016-17,91
267,13,Fosu-Mensah,312,,45,136,Man Utd,Timothy,Fosu-Mensah,TimothyFosu-Mensah,Timothy_Fosu-Mensah,Timothy_Fosu-Mensah,/vaastav/Fantasy-Premier-League/tree/master/data/2016-17/players/Timothy_Fosu-Mensah,2016-17,94
268,13,Wan-Bissaka,313,,55,3070,Man Utd,Aaron,Wan-Bissaka,AaronWan-Bissaka,Aaron_Wan-Bissaka,Aaron_Wan-Bissaka,/vaastav/Fantasy-Premier-League/tree/master/data/2016-17/players/Aaron_Wan-Bissaka,2016-17,94
274,14,Carroll,320,,55,617,Newcastle,Andy,Carroll,AndyCarroll,Andy_Carroll,Andy_Carroll,/vaastav/Fantasy-Premier-League/tree/master/data/2016-17/players/Andy_Carroll,2016-17,91
277,14,Fernández,323,,50,2617,Newcastle,Federico,Fernández,FedericoFernández,Federico_Fernández,Federico_Fernández,/vaastav/Fantasy-Premier-League/tree/master/data/2016-17/players/Federico_Fern%C3%A1ndez,2016-17,94
281,14,Manquillo,332,,45,1597,Newcastle,Javier,Manquillo,JavierManquillo,Javier_Manquillo,Javier_Manquillo,/vaastav/Fantasy-Premier-League/tree/master/data/2016-17/players/Javier_Manquillo,2016-17,93
283,14,Yedlin,335,,45,934,Newcastle,DeAndre,Yedlin,DeAndreYedlin,DeAndre_Yedlin,DeAndre_Yedlin,/vaastav/Fantasy-Premier-League/tree/master/data/2016-17/players/DeAndre_Yedlin,2016-17,92
291,14,Hendrick,485,,50,1930,Newcastle,Jeff,Hendrick,JeffHendrick,Jeff_Hendrick,Jeff_Hendrick,/vaastav/Fantasy-Premier-League/tree/master/data/2016-17/players/Jeff_Hendrick,2016-17,92
307,15,McBurnie,357,,60,2105,Sheffield Utd,Oliver,McBurnie,OliverMcBurnie,Oliver_McBurnie,Oliver_McBurnie,/vaastav/Fantasy-Premier-League/tree/master/data/2016-17/players/Oliver_McBurnie,2016-17,93
309,15,Mousset,359,,60,1223,Sheffield Utd,Lys,Mousset,LysMousset,Lys_Mousset,Lys_Mousset,/vaastav/Fantasy-Premier-League/tree/master/data/2016-17/players/Lys_Mousset,2016-17,90
312,15,Ramsdale,483,,50,3330,Sheffield Utd,Aaron,Ramsdale,AaronRamsdale,Aaron_Ramsdale,Aaron_Ramsdale,/vaastav/Fantasy-Premier-League/tree/master/data/2016-17/players/Aaron_Ramsdale,2016-17,92
313,16,Long,361,,55,1386,Southampton,Shane,Long,ShaneLong,Shane_Long,Shane_Long,/vaastav/Fantasy-Premier-League/tree/master/data/2016-17/players/Shane_Long,2016-17,89
314,16,Bertrand,362,,50,2742,Southampton,Ryan,Bertrand,RyanBertrand,Ryan_Bertrand,Ryan_Bertrand,/vaastav/Fantasy-Premier-League/tree/master/data/2016-17/players/Ryan_Bertrand,2016-17,92
315,16,McCarthy,363,,45,2520,Southampton,Alex,McCarthy,AlexMcCarthy,Alex_McCarthy,Alex_McCarthy,/vaastav/Fantasy-Premier-League/tree/master/data/2016-17/players/Alex_McCarthy,2016-17,92
316,16,Oriol Romeu,364,,45,1855,Southampton,Oriol,Romeu Vidal,OriolRomeu Vidal,Oriol_Romeu Vidal,Oriol_Romeu Vidal,/vaastav/Fantasy-Premier-League/tree/master/data/2016-17/players/Oriol_Romeu%20Vidal,2016-17,94
317,16,Redmond,365,,65,2763,Southampton,Nathan,Redmond,NathanRedmond,Nathan_Redmond,Nathan_Redmond,/vaastav/Fantasy-Premier-League/tree/master/data/2016-17/players/Nathan_Redmond,2016-17,92
318,16,Ings,366,,85,2800,Southampton,Danny,Ings,DannyIngs,Danny_Ings,Danny_Ings,/vaastav/Fantasy-Premier-League/tree/master/data/2016-17/players/Danny_Ings,2016-17,89
319,16,Stephens,367,,50,2451,Southampton,Jack,Stephens,JackStephens,Jack_Stephens,Jack_Stephens,/vaastav/Fantasy-Premier-League/tree/master/data/2016-17/players/Jack_Stephens,2016-17,92
322,16,Ward-Prowse,370,,60,3420,Southampton,James,Ward-Prowse,JamesWard-Prowse,James_Ward-Prowse,James_Ward-Prowse,/vaastav/Fantasy-Premier-League/tree/master/data/2016-17/players/James_Ward-Prowse,2016-17,94
323,16,Gunn,371,,45,900,Southampton,Angus,Gunn,AngusGunn,Angus_Gunn,Angus_Gunn,/vaastav/Fantasy-Premier-League/tree/master/data/2016-17/players/Angus_Gunn,2016-17,89
324,16,Boufal,372,,55,753,Southampton,Sofiane,Boufal,SofianeBoufal,Sofiane_Boufal,Sofiane_Boufal,/vaastav/Fantasy-Premier-League/tree/master/data/2016-17/players/Sofiane_Boufal,2016-17,92
326,16,Walker-Peters,375,,45,944,Southampton,Kyle,Walker-Peters,KyleWalker-Peters,Kyle_Walker,Kyle_Walker,/vaastav/Fantasy-Premier-League/tree/master/data/2016-17/players/Kyle_Walker,2016-17,91
335,17,Lloris,383,,55,1808,Spurs,Hugo,Lloris,HugoLloris,Hugo_Lloris,Hugo_Lloris,/vaastav/Fantasy-Premier-League/tree/master/data/2016-17/players/Hugo_Lloris,2016-17,90
336,17,Rose,384,,50,1753,Spurs,Danny,Rose,DannyRose,Danny_Rose,Danny_Rose,/vaastav/Fantasy-Premier-League/tree/master/data/2016-17/players/Danny_Rose,2016-17,89
337,17,Sissoko,385,,50,2451,Spurs,Moussa,Sissoko,MoussaSissoko,Moussa_Sissoko,Moussa_Sissoko,/vaastav/Fantasy-Premier-League/tree/master/data/2016-17/players/Moussa_Sissoko,2016-17,92
338,17,Alderweireld,386,,55,2957,Spurs,Toby,Alderweireld,TobyAlderweireld,Toby_Alderweireld,Toby_Alderweireld,/vaastav/Fantasy-Premier-League/tree/master/data/2016-17/players/Toby_Alderweireld,2016-17,94
339,17,Lamela,387,,60,1203,Spurs,Erik,Lamela,ErikLamela,Erik_Lamela,Erik_Lamela,/vaastav/Fantasy-Premier-League/tree/master/data/2016-17/players/Erik_Lamela,2016-17,90
340,17,Kane,388,,105,2588,Spurs,Harry,Kane,HarryKane,Harry_Kane,Harry_Kane,/vaastav/Fantasy-Premier-League/tree/master/data/2016-17/players/Harry_Kane,2016-17,89
342,17,Son,390,,90,2478,Spurs,Heung-Min,Son,Heung-MinSon,Heung-Min_Son,Heung-Min_Son,/vaastav/Fantasy-Premier-League/tree/master/data/2016-17/players/Heung-Min_Son,2016-17,92
343,17,Dier,391,,50,1340,Spurs,Eric,Dier,EricDier,Eric_Dier,Eric_Dier,/vaastav/Fantasy-Premier-League/tree/master/data/2016-17/players/Eric_Dier,2016-17,88
345,17,Gazzaniga,393,,45,1612,Spurs,Paulo,Gazzaniga,PauloGazzaniga,Paulo_Gazzaniga,Paulo_Gazzaniga,/vaastav/Fantasy-Premier-League/tree/master/data/2016-17/players/Paulo_Gazzaniga,2016-17,93
346,17,Alli,394,,80,1845,Spurs,Bamidele,Alli,BamideleAlli,Bamidele_Alli,Bamidele_Alli,/vaastav/Fantasy-Premier-League/tree/master/data/2016-17/players/Bamidele_Alli,2016-17,92
347,17,Davies,395,,50,1430,Spurs,Ben,Davies,BenDavies,Ben_Davies,Ben_Davies,/vaastav/Fantasy-Premier-League/tree/master/data/2016-17/players/Ben_Davies,2016-17,89
348,17,Højbjerg,396,,50,2750,Spurs,Pierre-Emile,Højbjerg,Pierre-EmileHøjbjerg,Pierre-Emile_Højbjerg,Pierre-Emile_Højbjerg,/vaastav/Fantasy-Premier-League/tree/master/data/2016-17/players/Pierre-Emile_H%C3%B8jbjerg,2016-17,95
349,17,Winks,397,,55,2223,Spurs,Harry,Winks,HarryWinks,Harry_Winks,Harry_Winks,/vaastav/Fantasy-Premier-League/tree/master/data/2016-17/players/Harry_Winks,2016-17,90
357,17,Hart,482,100.0,45,0,Spurs,Joe,Hart,JoeHart,Joe_Hart,Joe_Hart,/vaastav/Fantasy-Premier-League/tree/master/data/2016-17/players/Joe_Hart,2016-17,86
358,18,Gibbs,407,,45,0,West Brom,Kieran,Gibbs,KieranGibbs,Kieran_Gibbs,Kieran_Gibbs,/vaastav/Fantasy-Premier-League/tree/master/data/2016-17/players/Kieran_Gibbs,2016-17,91
359,18,Robson-Kanu,408,,55,0,West Brom,Hal,Robson-Kanu,HalRobson-Kanu,Hal_Robson-Kanu,Hal_Robson-Kanu,/vaastav/Fantasy-Premier-League/tree/master/data/2016-17/players/Hal_Robson-Kanu,2016-17,93
360,18,Livermore,409,,50,0,West Brom,Jake,Livermore,JakeLivermore,Jake_Livermore,Jake_Livermore,/vaastav/Fantasy-Premier-League/tree/master/data/2016-17/players/Jake_Livermore,2016-17,92
361,18,Grosicki,410,,55,0,West Brom,Kamil,Grosicki,KamilGrosicki,Kamil_Grosicki,Kamil_Grosicki,/vaastav/Fantasy-Premier-League/tree/master/data/2016-17/players/Kamil_Grosicki,2016-17,92
362,18,Phillips,411,,55,0,West Brom,Matt,Phillips,MattPhillips,Matt_Phillips,Matt_Phillips,/vaastav/Fantasy-Premier-League/tree/master/data/2016-17/players/Matt_Phillips,2016-17,92
366,18,Austin,415,,55,0,West Brom,Charlie,Austin,CharlieAustin,Charlie_Austin,Charlie_Austin,/vaastav/Fantasy-Premier-League/tree/master/data/2016-17/players/Charlie_Austin,2016-17,92
370,18,Leko,420,0.0,45,0,West Brom,Jonathan,Leko,JonathanLeko,Jonathan_Leko,Jonathan_Leko,/vaastav/Fantasy-Premier-League/tree/master/data/2016-17/players/Jonathan_Leko,2016-17,92
373,18,Field,423,,50,0,West Brom,Sam,Field,SamField,Sam_Field,Sam_Field,/vaastav/Fantasy-Premier-League/tree/master/data/2016-17/players/Sam_Field,2016-17,88
376,18,Harper,426,,45,0,West Brom,Rekeem,Harper,RekeemHarper,Rekeem_Harper,Rekeem_Harper,/vaastav/Fantasy-Premier-League/tree/master/data/2016-17/players/Rekeem_Harper,2016-17,92
378,19,Noble,427,,50,2675,West Ham,Mark,Noble,MarkNoble,Mark_Noble,Mark_Noble,/vaastav/Fantasy-Premier-League/tree/master/data/2016-17/players/Mark_Noble,2016-17,89
379,19,Snodgrass,428,,60,1504,West Ham,Robert,Snodgrass,RobertSnodgrass,Robert_Snodgrass,Robert_Snodgrass,/vaastav/Fantasy-Premier-League/tree/master/data/2016-17/players/Robert_Snodgrass,2016-17,93
381,19,Randolph,430,,45,180,West Ham,Darren,Randolph,DarrenRandolph,Darren_Randolph,Darren_Randolph,/vaastav/Fantasy-Premier-League/tree/master/data/2016-17/players/Darren_Randolph,2016-17,93
382,19,Fabianski,431,,50,2117,West Ham,Lukasz,Fabianski,LukaszFabianski,Lukasz_Fabianski,Lukasz_Fabianski,/vaastav/Fantasy-Premier-League/tree/master/data/2016-17/players/Lukasz_Fabianski,2016-17,93
383,19,Ogbonna,432,,50,2786,West Ham,Angelo,Ogbonna,AngeloOgbonna,Angelo_Ogbonna,Angelo_Ogbonna,/vaastav/Fantasy-Premier-League/tree/master/data/2016-17/players/Angelo_Ogbonna,2016-17,92
385,19,Wilshere,434,,50,209,West Ham,Jack,Wilshere,JackWilshere,Jack_Wilshere,Jack_Wilshere,/vaastav/Fantasy-Premier-League/tree/master/data/2016-17/players/Jack_Wilshere,2016-17,92
386,19,Cresswell,435,,50,2727,West Ham,Aaron,Cresswell,AaronCresswell,Aaron_Cresswell,Aaron_Cresswell,/vaastav/Fantasy-Premier-League/tree/master/data/2016-17/players/Aaron_Cresswell,2016-17,93
388,19,Antonio,437,,65,1767,West Ham,Michail,Antonio,MichailAntonio,Michail_Antonio,Michail_Antonio,/vaastav/Fantasy-Premier-League/tree/master/data/2016-17/players/Michail_Antonio,2016-17,93
390,19,Lanzini,439,,65,1370,West Ham,Manuel,Lanzini,ManuelLanzini,Manuel_Lanzini,Manuel_Lanzini,/vaastav/Fantasy-Premier-League/tree/master/data/2016-17/players/Manuel_Lanzini,2016-17,92
393,19,Masuaku,442,,45,930,West Ham,Arthur,Masuaku,ArthurMasuaku,Arthur_Masuaku,Arthur_Masuaku,/vaastav/Fantasy-Premier-League/tree/master/data/2016-17/players/Arthur_Masuaku,2016-17,92
396,19,Bowen,445,,65,916,West Ham,Jarrod,Bowen,JarrodBowen,Jarrod_Bowen,Jarrod_Bowen,/vaastav/Fantasy-Premier-League/tree/master/data/2016-17/players/Jarrod_Bowen,2016-17,91
399,19,Rice,448,,50,3420,West Ham,Declan,Rice,DeclanRice,Declan_Rice,Declan_Rice,/vaastav/Fantasy-Premier-League/tree/master/data/2016-17/players/Declan_Rice,2016-17,90
403,19,Johnson,452,,40,270,West Ham,Ben,Johnson,BenJohnson,Glen_Johnson,Glen_Johnson,/vaastav/Fantasy-Premier-League/tree/master/data/2016-17/players/Glen_Johnson,2016-17,90
415,20,Traoré,465,,65,2599,Wolves,Adama,Traoré,AdamaTraoré,Adama_Traoré,Adama_Traoré,/vaastav/Fantasy-Premier-League/tree/master/data/2016-17/players/Adama_Traor%C3%A9,2016-17,91
