,team,web_name,id_x,chance_of_playing_next_round,now_cost,minutes,team_name,first_name,second_name,full_name,matches,name,link,season,fuzz_ratio
212,11,Jones,263,,45,121,Liverpool,Curtis,Jones,CurtisJones,Curtis_Jones_597,Curtis_Jones_597,/vaastav/Fantasy-Premier-League/tree/master/data/2018-19/players/Curtis_Jones_597,2018-19,91
214,11,Elliott,265,,45,7,Liverpool,Harvey,Elliott,HarveyElliott,Harvey_Elliott_610,Harvey_Elliott_610,/vaastav/Fantasy-Premier-League/tree/master/data/2018-19/players/Harvey_Elliott_610,2018-19,92
215,12,Fernandinho,266,,55,2394,Man City,Fernando,Luiz Rosa,FernandoLuiz Rosa,Fernando_Luiz Rosa_272,Fernando_Luiz Rosa_272,/vaastav/Fantasy-Premier-League/tree/master/data/2018-19/players/Fernando_Luiz%20Rosa_272,2018-19,94
216,12,Bravo,267,0.0,45,346,Man City,Claudio,Bravo,ClaudioBravo,Claudio_Bravo_261,Claudio_Bravo_261,/vaastav/Fantasy-Premier-League/tree/master/data/2018-19/players/Claudio_Bravo_261,2018-19,92
217,12,Agüero,268,,105,1449,Man City,Sergio,Agüero,SergioAgüero,Sergio_Agüero_280,Sergio_Agüero_280,/vaastav/Fantasy-Premier-League/tree/master/data/2018-19/players/Sergio_Ag%C3%BCero_280,2018-19,92
218,12,Otamendi,269,,50,1710,Man City,Nicolás,Otamendi,NicolásOtamendi,Nicolás_Otamendi_264,Nicolás_Otamendi_264,/vaastav/Fantasy-Premier-League/tree/master/data/2018-19/players/Nicol%C3%A1s_Otamendi_264,2018-19,93
219,12,Walker,270,,60,2392,Man City,Kyle,Walker,KyleWalker,Kyle_Walker-Peters_358,Kyle_Walker-Peters_358,/vaastav/Fantasy-Premier-League/tree/master/data/2018-19/players/Kyle_Walker-Peters_358,2018-19,90
220,12,Gündogan,271,,55,2012,Man City,Ilkay,Gündogan,IlkayGündogan,Ilkay_Gündogan_274,Ilkay_Gündogan_274,/vaastav/Fantasy-Premier-League/tree/master/data/2018-19/players/Ilkay_G%C3%BCndogan_274,2018-19,92
221,12,De Bruyne,272,,115,2790,Man City,Kevin,De Bruyne,KevinDe Bruyne,Kevin_De Bruyne_273,Kevin_De Bruyne_273,/vaastav/Fantasy-Premier-League/tree/master/data/2018-19/players/Kevin_De%20Bruyne_273,2018-19,93
222,12,Stones,273,,50,1118,Man City,John,Stones,JohnStones,John_Stones_262,John_Stones_262,/vaastav/Fantasy-Premier-League/tree/master/data/2018-19/players/John_Stones_262,2018-19,90
223,12,Mendy,274,,60,1491,Man City,Benjamin,Mendy,BenjaminMendy,Benjamin_Mendy_267,Benjamin_Mendy_267,/vaastav/Fantasy-Premier-League/tree/master/data/2018-19/players/Benjamin_Mendy_267,2018-19,92
224,12,Mahrez,275,,85,1934,Man City,Riyad,Mahrez,RiyadMahrez,Riyad_Mahrez_223,Riyad_Mahrez_223,/vaastav/Fantasy-Premier-League/tree/master/data/2018-19/players/Riyad_Mahrez_223,2018-19,91
225,12,Sterling,276,,115,2651,Man City,Raheem,Sterling,RaheemSterling,Raheem_Sterling_270,Raheem_Sterling_270,/vaastav/Fantasy-Premier-League/tree/master/data/2018-19/players/Raheem_Sterling_270,2018-19,93
227,12,Ederson,278,,60,3071,Man City,Ederson,Santana de Moraes,EdersonSantana de Moraes,Ederson_Santana de Moraes_260,Ederson_Santana de Moraes_260,/vaastav/Fantasy-Premier-League/tree/master/data/2018-19/players/Ederson_Santana%20de%20Moraes_260,2018-19,96
228,12,Aké,279,,55,2503,Man City,Nathan,Aké,NathanAké,Nathan_Aké_31,Nathan_Aké_31,/vaastav/Fantasy-Premier-League/tree/master/data/2018-19/players/Nathan_Ak%C3%A9_31,2018-19,89
229,12,Laporte,280,,60,1096,Man City,Aymeric,Laporte,AymericLaporte,Aymeric_Laporte_268,Aymeric_Laporte_268,/vaastav/Fantasy-Premier-League/tree/master/data/2018-19/players/Aymeric_Laporte_268,2018-19,93
230,12,Bernardo Silva,281,,75,2021,Man City,Bernardo Mota,Veiga de Carvalho e Silva,Bernardo MotaVeiga de Carvalho e Silva,Bernardo Mota_Veiga de Carvalho e Silva_276,Bernardo Mota_Veiga de Carvalho e Silva_276,/vaastav/Fantasy-Premier-League/tree/master/data/2018-19/players/Bernardo%20Mota_Veiga%20de%20Carvalho%20e%20Silva_276,2018-19,97
231,12,Jesus,282,,95,2018,Man City,Gabriel Fernando,de Jesus,Gabriel Fernandode Jesus,Gabriel Fernando_de Jesus_281,Gabriel Fernando_de Jesus_281,/vaastav/Fantasy-Premier-League/tree/master/data/2018-19/players/Gabriel%20Fernando_de%20Jesus_281,2018-19,96
232,12,Zinchenko,283,,55,1271,Man City,Oleksandr,Zinchenko,OleksandrZinchenko,Oleksandr_Zinchenko_279,Oleksandr_Zinchenko_279,/vaastav/Fantasy-Premier-League/tree/master/data/2018-19/players/Oleksandr_Zinchenko_279,2018-19,94
233,12,Foden,284,,65,888,Man City,Phil,Foden,PhilFoden,Phil_Foden_277,Phil_Foden_277,/vaastav/Fantasy-Premier-League/tree/master/data/2018-19/players/Phil_Foden_277,2018-19,89
235,13,Romero,289,,50,0,Man Utd,Sergio,Romero,SergioRomero,Sergio_Romero_283,Sergio_Romero_283,/vaastav/Fantasy-Premier-League/tree/master/data/2018-19/players/Sergio_Romero_283,2018-19,92
236,13,Mata,290,,60,747,Man Utd,Juan,Mata,JuanMata,Juan_Mata_297,Juan_Mata_297,/vaastav/Fantasy-Premier-League/tree/master/data/2018-19/players/Juan_Mata_297,2018-19,88
237,13,de Gea,291,,55,3420,Man Utd,David,de Gea,Davidde Gea,David_De Gea_282,David_De Gea_282,/vaastav/Fantasy-Premier-League/tree/master/data/2018-19/players/David_De%20Gea_282,2018-19,82
238,13,Smalling,292,,50,0,Man Utd,Chris,Smalling,ChrisSmalling,Chris_Smalling_284,Chris_Smalling_284,/vaastav/Fantasy-Premier-League/tree/master/data/2018-19/players/Chris_Smalling_284,2018-19,92
240,13,Rojo,294,,50,121,Man Utd,Marcos,Rojo,MarcosRojo,Marcos_Rojo_287,Marcos_Rojo_287,/vaastav/Fantasy-Premier-League/tree/master/data/2018-19/players/Marcos_Rojo_287,2018-19,90
241,13,Matic,295,,50,1578,Man Utd,Nemanja,Matic,NemanjaMatic,Nemanja_Matic_296,Nemanja_Matic_296,/vaastav/Fantasy-Premier-League/tree/master/data/2018-19/players/Nemanja_Matic_296,2018-19,92
242,13,Pogba,296,,80,1202,Man Utd,Paul,Pogba,PaulPogba,Paul_Pogba_302,Paul_Pogba_302,/vaastav/Fantasy-Premier-League/tree/master/data/2018-19/players/Paul_Pogba_302,2018-19,89
243,13,Jones,297,,50,135,Man Utd,Phil,Jones,PhilJones,Phil_Jones_285,Phil_Jones_285,/vaastav/Fantasy-Premier-League/tree/master/data/2018-19/players/Phil_Jones_285,2018-19,89
244,13,Maguire,298,,55,3420,Man Utd,Harry,Maguire,HarryMaguire,Harry_Maguire_220,Harry_Maguire_220,/vaastav/Fantasy-Premier-League/tree/master/data/2018-19/players/Harry_Maguire_220,2018-19,92
245,13,Fred,299,,55,2157,Man Utd,Frederico,Rodrigues de Paula Santos,FredericoRodrigues de Paula Santos,Frederico_Rodrigues de Paula Santos_304,Frederico_Rodrigues de Paula Santos_304,/vaastav/Fantasy-Premier-League/tree/master/data/2018-19/players/Frederico_Rodrigues%20de%20Paula%20Santos_304,2018-19,97
246,13,Shaw,300,,50,1730,Man Utd,Luke,Shaw,LukeShaw,Luke_Shaw_286,Luke_Shaw_286,/vaastav/Fantasy-Premier-League/tree/master/data/2018-19/players/Luke_Shaw_286,2018-19,88
247,13,Lingard,301,,60,923,Man Utd,Jesse,Lingard,JesseLingard,Jesse_Lingard_300,Jesse_Lingard_300,/vaastav/Fantasy-Premier-League/tree/master/data/2018-19/players/Jesse_Lingard_300,2018-19,92
248,13,Martial,303,,90,2625,Man Utd,Anthony,Martial,AnthonyMartial,Anthony_Martial_301,Anthony_Martial_301,/vaastav/Fantasy-Premier-League/tree/master/data/2018-19/players/Anthony_Martial_301,2018-19,93
249,13,Pereira,304,,50,1478,Man Utd,Andreas,Pereira,AndreasPereira,Andreas_Pereira_481,Andreas_Pereira_481,/vaastav/Fantasy-Premier-League/tree/master/data/2018-19/players/Andreas_Pereira_481,2018-19,93
250,13,Henderson,305,,55,3240,Man Utd,Dean,Henderson,DeanHenderson,Jordan_Henderson_249,Jordan_Henderson_249,/vaastav/Fantasy-Premier-League/tree/master/data/2018-19/players/Jordan_Henderson_249,2018-19,85
251,13,Rashford,306,,95,2645,Man Utd,Marcus,Rashford,MarcusRashford,Marcus_Rashford_305,Marcus_Rashford_305,/vaastav/Fantasy-Premier-League/tree/master/data/2018-19/players/Marcus_Rashford_305,2018-19,93
252,13,Lindelöf,308,,50,3092,Man Utd,Victor,Lindelöf,VictorLindelöf,Victor_Lindelöf_292,Victor_Lindelöf_292,/vaastav/Fantasy-Premier-League/tree/master/data/2018-19/players/Victor_Lindel%C3%B6f_292,2018-19,93
253,13,McTominay,309,,50,1765,Man Utd,Scott,McTominay,ScottMcTominay,Scott_McTominay_303,Scott_McTominay_303,/vaastav/Fantasy-Premier-League/tree/master/data/2018-19/players/Scott_McTominay_303,2018-19,93
254,13,Bailly,310,,50,148,Man Utd,Eric,Bailly,EricBailly,Eric_Bailly_291,Eric_Bailly_291,/vaastav/Fantasy-Premier-League/tree/master/data/2018-19/players/Eric_Bailly_291,2018-19,90
256,13,Fosu-Mensah,312,,45,136,Man Utd,Timothy,Fosu-Mensah,TimothyFosu-Mensah,Timothy_Fosu-Mensah_511,Timothy_Fosu-Mensah_511,/vaastav/Fantasy-Premier-League/tree/master/data/2018-19/players/Timothy_Fosu-Mensah_511,2018-19,94
257,13,Wan-Bissaka,313,,55,3070,Man Utd,Aaron,Wan-Bissaka,AaronWan-Bissaka,Aaron_Wan-Bissaka_145,Aaron_Wan-Bissaka_145,/vaastav/Fantasy-Premier-League/tree/master/data/2018-19/players/Aaron_Wan-Bissaka_145,2018-19,94
258,13,Dalot,314,,50,65,Man Utd,José Diogo,Dalot Teixeira,José DiogoDalot Teixeira,José Diogo_Dalot Teixeira_294,José Diogo_Dalot Teixeira_294,/vaastav/Fantasy-Premier-League/tree/master/data/2018-19/players/Jos%C3%A9%20Diogo_Dalot%20Teixeira_294,2018-19,96
259,13,Greenwood,315,,75,1303,Man Utd,Mason,Greenwood,MasonGreenwood,Mason_Greenwood_608,Mason_Greenwood_608,/vaastav/Fantasy-Premier-League/tree/master/data/2018-19/players/Mason_Greenwood_608,2018-19,93
260,13,Chong,316,0.0,45,34,Man Utd,Tahith,Chong,TahithChong,Tahith_Chong_603,Tahith_Chong_603,/vaastav/Fantasy-Premier-League/tree/master/data/2018-19/players/Tahith_Chong_603,2018-19,91
261,13,Garner,317,,45,8,Man Utd,James,Garner,JamesGarner,James_Garner_602,James_Garner_602,/vaastav/Fantasy-Premier-League/tree/master/data/2018-19/players/James_Garner_602,2018-19,91
263,14,Carroll,320,,55,617,Newcastle,Andy,Carroll,AndyCarroll,Andy_Carroll_418,Andy_Carroll_418,/vaastav/Fantasy-Premier-League/tree/master/data/2018-19/players/Andy_Carroll_418,2018-19,91
264,14,Shelvey,321,,55,2118,Newcastle,Jonjo,Shelvey,JonjoShelvey,Jonjo_Shelvey_318,Jonjo_Shelvey_318,/vaastav/Fantasy-Premier-League/tree/master/data/2018-19/players/Jonjo_Shelvey_318,2018-19,92
265,14,Ritchie,322,,50,1312,Newcastle,Matt,Ritchie,MattRitchie,Matt_Ritchie_317,Matt_Ritchie_317,/vaastav/Fantasy-Premier-League/tree/master/data/2018-19/players/Matt_Ritchie_317,2018-19,91
266,14,Fernández,323,,50,2617,Newcastle,Federico,Fernández,FedericoFernández,Federico_Fernández_516,Federico_Fernández_516,/vaastav/Fantasy-Premier-League/tree/master/data/2018-19/players/Federico_Fern%C3%A1ndez_516,2018-19,94
267,14,Clark,324,,45,1186,Newcastle,Ciaran,Clark,CiaranClark,Ciaran_Clark_311,Ciaran_Clark_311,/vaastav/Fantasy-Premier-League/tree/master/data/2018-19/players/Ciaran_Clark_311,2018-19,91
268,14,Darlow,325,,50,0,Newcastle,Karl,Darlow,KarlDarlow,Karl_Darlow_308,Karl_Darlow_308,/vaastav/Fantasy-Premier-League/tree/master/data/2018-19/players/Karl_Darlow_308,2018-19,90
269,14,Dubravka,326,0.0,50,3420,Newcastle,Martin,Dubravka,MartinDubravka,Martin_Dubravka_309,Martin_Dubravka_309,/vaastav/Fantasy-Premier-League/tree/master/data/2018-19/players/Martin_Dubravka_309,2018-19,93
270,14,Lejeune,327,,45,440,Newcastle,Florian,Lejeune,FlorianLejeune,Florian_Lejeune_314,Florian_Lejeune_314,/vaastav/Fantasy-Premier-League/tree/master/data/2018-19/players/Florian_Lejeune_314,2018-19,93
271,14,Lascelles,328,100.0,45,2076,Newcastle,Jamaal,Lascelles,JamaalLascelles,Jamaal_Lascelles_312,Jamaal_Lascelles_312,/vaastav/Fantasy-Premier-League/tree/master/data/2018-19/players/Jamaal_Lascelles_312,2018-19,93
272,14,Gayle,329,25.0,60,842,Newcastle,Dwight,Gayle,DwightGayle,Dwight_Gayle_325,Dwight_Gayle_325,/vaastav/Fantasy-Premier-League/tree/master/data/2018-19/players/Dwight_Gayle_325,2018-19,91
273,14,Atsu,330,,55,738,Newcastle,Christian,Atsu,ChristianAtsu,Christian_Atsu_320,Christian_Atsu_320,/vaastav/Fantasy-Premier-League/tree/master/data/2018-19/players/Christian_Atsu_320,2018-19,92
274,14,Dummett,331,,45,1227,Newcastle,Paul,Dummett,PaulDummett,Paul_Dummett_313,Paul_Dummett_313,/vaastav/Fantasy-Premier-League/tree/master/data/2018-19/players/Paul_Dummett_313,2018-19,91
275,14,Manquillo,332,,45,1597,Newcastle,Javier,Manquillo,JavierManquillo,Javier_Manquillo_315,Javier_Manquillo_315,/vaastav/Fantasy-Premier-League/tree/master/data/2018-19/players/Javier_Manquillo_315,2018-19,93
276,14,Schär,334,50.0,50,1669,Newcastle,Fabian,Schär,FabianSchär,Fabian_Schär_482,Fabian_Schär_482,/vaastav/Fantasy-Premier-League/tree/master/data/2018-19/players/Fabian_Sch%C3%A4r_482,2018-19,91
277,14,Yedlin,335,,45,934,Newcastle,DeAndre,Yedlin,DeAndreYedlin,DeAndre_Yedlin_310,DeAndre_Yedlin_310,/vaastav/Fantasy-Premier-League/tree/master/data/2018-19/players/DeAndre_Yedlin_310,2018-19,92
278,14,Hayden,336,,50,2220,Newcastle,Isaac,Hayden,IsaacHayden,Isaac_Hayden_323,Isaac_Hayden_323,/vaastav/Fantasy-Premier-League/tree/master/data/2018-19/players/Isaac_Hayden_323,2018-19,91
279,14,Almirón,339,,60,3020,Newcastle,Miguel,Almirón,MiguelAlmirón,Miguel_Almirón_587,Miguel_Almirón_587,/vaastav/Fantasy-Premier-League/tree/master/data/2018-19/players/Miguel_Almir%C3%B3n_587,2018-19,92
280,14,Muto,341,,50,207,Newcastle,Yoshinori,Muto,YoshinoriMuto,Yoshinori_Muto_488,Yoshinori_Muto_488,/vaastav/Fantasy-Premier-League/tree/master/data/2018-19/players/Yoshinori_Muto_488,2018-19,92
281,14,Watts,342,0.0,40,16,Newcastle,Kelland,Watts,KellandWatts,Kelland_Watts_622,Kelland_Watts_622,/vaastav/Fantasy-Premier-League/tree/master/data/2018-19/players/Kelland_Watts_622,2018-19,92
282,14,Sean Longstaff,480,,50,1370,Newcastle,Sean,Longstaff,SeanLongstaff,Sean_Longstaff_531,Sean_Longstaff_531,/vaastav/Fantasy-Premier-League/tree/master/data/2018-19/players/Sean_Longstaff_531,2018-19,92
283,14,Hendrick,485,,50,1930,Newcastle,Jeff,Hendrick,JeffHendrick,Jeff_Hendrick_78,Jeff_Hendrick_78,/vaastav/Fantasy-Premier-League/tree/master/data/2018-19/players/Jeff_Hendrick_78,2018-19,92
294,15,Mousset,359,,60,1223,Sheffield Utd,Lys,Mousset,LysMousset,Lys_Mousset_44,Lys_Mousset_44,/vaastav/Fantasy-Premier-League/tree/master/data/2018-19/players/Lys_Mousset_44,2018-19,90
297,16,Long,361,,55,1386,Southampton,Shane,Long,ShaneLong,Shane_Long_347,Shane_Long_347,/vaastav/Fantasy-Premier-League/tree/master/data/2018-19/players/Shane_Long_347,2018-19,89
298,16,Bertrand,362,,50,2742,Southampton,Ryan,Bertrand,RyanBertrand,Ryan_Bertrand_330,Ryan_Bertrand_330,/vaastav/Fantasy-Premier-League/tree/master/data/2018-19/players/Ryan_Bertrand_330,2018-19,92
299,16,McCarthy,363,,45,2520,Southampton,Alex,McCarthy,AlexMcCarthy,Alex_McCarthy_328,Alex_McCarthy_328,/vaastav/Fantasy-Premier-League/tree/master/data/2018-19/players/Alex_McCarthy_328,2018-19,92
300,16,Oriol Romeu,364,,45,1855,Southampton,Oriol,Romeu Vidal,OriolRomeu Vidal,Oriol_Romeu Vidal_339,Oriol_Romeu Vidal_339,/vaastav/Fantasy-Premier-League/tree/master/data/2018-19/players/Oriol_Romeu%20Vidal_339,2018-19,94
301,16,Redmond,365,,65,2763,Southampton,Nathan,Redmond,NathanRedmond,Nathan_Redmond_343,Nathan_Redmond_343,/vaastav/Fantasy-Premier-League/tree/master/data/2018-19/players/Nathan_Redmond_343,2018-19,92
302,16,Ings,366,,85,2800,Southampton,Danny,Ings,DannyIngs,Danny_Ings_258,Danny_Ings_258,/vaastav/Fantasy-Premier-League/tree/master/data/2018-19/players/Danny_Ings_258,2018-19,89
303,16,Stephens,367,,50,2451,Southampton,Jack,Stephens,JackStephens,Jack_Stephens_333,Jack_Stephens_333,/vaastav/Fantasy-Premier-League/tree/master/data/2018-19/players/Jack_Stephens_333,2018-19,92
304,16,Armstrong,368,,55,1706,Southampton,Stuart,Armstrong,StuartArmstrong,Stuart_Armstrong_345,Stuart_Armstrong_345,/vaastav/Fantasy-Premier-League/tree/master/data/2018-19/players/Stuart_Armstrong_345,2018-19,93
305,16,Vestergaard,369,,45,1496,Southampton,Jannik,Vestergaard,JannikVestergaard,Jannik_Vestergaard_463,Jannik_Vestergaard_463,/vaastav/Fantasy-Premier-League/tree/master/data/2018-19/players/Jannik_Vestergaard_463,2018-19,94
306,16,Ward-Prowse,370,,60,3420,Southampton,James,Ward-Prowse,JamesWard-Prowse,James_Ward-Prowse_338,James_Ward-Prowse_338,/vaastav/Fantasy-Premier-League/tree/master/data/2018-19/players/James_Ward-Prowse_338,2018-19,94
307,16,Gunn,371,,45,900,Southampton,Angus,Gunn,AngusGunn,Angus_Gunn_452,Angus_Gunn_452,/vaastav/Fantasy-Premier-League/tree/master/data/2018-19/players/Angus_Gunn_452,2018-19,89
308,16,Boufal,372,,55,753,Southampton,Sofiane,Boufal,SofianeBoufal,Sofiane_Boufal_341,Sofiane_Boufal_341,/vaastav/Fantasy-Premier-League/tree/master/data/2018-19/players/Sofiane_Boufal_341,2018-19,92
310,16,Walker-Peters,375,,45,944,Southampton,Kyle,Walker-Peters,KyleWalker-Peters,Kyle_Walker-Peters_358,Kyle_Walker-Peters_358,/vaastav/Fantasy-Premier-League/tree/master/data/2018-19/players/Kyle_Walker-Peters_358,2018-19,94
311,16,Bednarek,376,,45,3057,Southampton,Jan,Bednarek,JanBednarek,Jan_Bednarek_335,Jan_Bednarek_335,/vaastav/Fantasy-Premier-League/tree/master/data/2018-19/players/Jan_Bednarek_335,2018-19,91
313,16,Valery,378,,50,778,Southampton,Yan,Valery,YanValery,Yan_Valery_556,Yan_Valery_556,/vaastav/Fantasy-Premier-League/tree/master/data/2018-19/players/Yan_Valery_556,2018-19,89
315,16,Obafemi,381,,50,655,Southampton,Michael,Obafemi,MichaelObafemi,Michael_Obafemi_550,Michael_Obafemi_550,/vaastav/Fantasy-Premier-League/tree/master/data/2018-19/players/Michael_Obafemi_550,2018-19,93
317,17,Lloris,383,,55,1808,Spurs,Hugo,Lloris,HugoLloris,Hugo_Lloris_351,Hugo_Lloris_351,/vaastav/Fantasy-Premier-League/tree/master/data/2018-19/players/Hugo_Lloris_351,2018-19,90
318,17,Rose,384,,50,1753,Spurs,Danny,Rose,DannyRose,Danny_Rose_354,Danny_Rose_354,/vaastav/Fantasy-Premier-League/tree/master/data/2018-19/players/Danny_Rose_354,2018-19,89
319,17,Sissoko,385,,50,2451,Spurs,Moussa,Sissoko,MoussaSissoko,Moussa_Sissoko_369,Moussa_Sissoko_369,/vaastav/Fantasy-Premier-League/tree/master/data/2018-19/players/Moussa_Sissoko_369,2018-19,92
320,17,Alderweireld,386,,55,2957,Spurs,Toby,Alderweireld,TobyAlderweireld,Toby_Alderweireld_353,Toby_Alderweireld_353,/vaastav/Fantasy-Premier-League/tree/master/data/2018-19/players/Toby_Alderweireld_353,2018-19,94
321,17,Lamela,387,,60,1203,Spurs,Erik,Lamela,ErikLamela,Erik_Lamela_363,Erik_Lamela_363,/vaastav/Fantasy-Premier-League/tree/master/data/2018-19/players/Erik_Lamela_363,2018-19,90
322,17,Kane,388,,105,2588,Spurs,Harry,Kane,HarryKane,Harry_Kane_372,Harry_Kane_372,/vaastav/Fantasy-Premier-League/tree/master/data/2018-19/players/Harry_Kane_372,2018-19,89
323,17,Aurier,389,,55,2699,Spurs,Serge,Aurier,SergeAurier,Serge_Aurier_360,Serge_Aurier_360,/vaastav/Fantasy-Premier-League/tree/master/data/2018-19/players/Serge_Aurier_360,2018-19,91
324,17,Son,390,,90,2478,Spurs,Heung-Min,Son,Heung-MinSon,Heung-Min_Son_367,Heung-Min_Son_367,/vaastav/Fantasy-Premier-League/tree/master/data/2018-19/players/Heung-Min_Son_367,2018-19,92
325,17,Dier,391,,50,1340,Spurs,Eric,Dier,EricDier,Eric_Dier_361,Eric_Dier_361,/vaastav/Fantasy-Premier-League/tree/master/data/2018-19/players/Eric_Dier_361,2018-19,88
326,17,Lucas Moura,392,,70,2235,Spurs,Lucas,Rodrigues Moura da Silva,LucasRodrigues Moura da Silva,Lucas_Rodrigues Moura da Silva_370,Lucas_Rodrigues Moura da Silva_370,/vaastav/Fantasy-Premier-League/tree/master/data/2018-19/players/Lucas_Rodrigues%20Moura%20da%20Silva_370,2018-19,97
327,17,Gazzaniga,393,,45,1612,Spurs,Paulo,Gazzaniga,PauloGazzaniga,Paulo_Gazzaniga_536,Paulo_Gazzaniga_536,/vaastav/Fantasy-Premier-League/tree/master/data/2018-19/players/Paulo_Gazzaniga_536,2018-19,93
328,17,Alli,394,,80,1845,Spurs,Bamidele,Alli,BamideleAlli,Bamidele_Alli_365,Bamidele_Alli_365,/vaastav/Fantasy-Premier-League/tree/master/data/2018-19/players/Bamidele_Alli_365,2018-19,92
329,17,Davies,395,,50,1430,Spurs,Ben,Davies,BenDavies,Ben_Davies_356,Ben_Davies_356,/vaastav/Fantasy-Premier-League/tree/master/data/2018-19/players/Ben_Davies_356,2018-19,89
330,17,Højbjerg,396,,50,2750,Spurs,Pierre-Emile,Højbjerg,Pierre-EmileHøjbjerg,Pierre-Emile_Højbjerg_340,Pierre-Emile_Højbjerg_340,/vaastav/Fantasy-Premier-League/tree/master/data/2018-19/players/Pierre-Emile_H%C3%B8jbjerg_340,2018-19,95
331,17,Winks,397,,55,2223,Spurs,Harry,Winks,HarryWinks,Harry_Winks_368,Harry_Winks_368,/vaastav/Fantasy-Premier-League/tree/master/data/2018-19/players/Harry_Winks_368,2018-19,90
332,17,Sánchez,398,,55,2431,Spurs,Davinson,Sánchez,DavinsonSánchez,Davinson_Sánchez_359,Davinson_Sánchez_359,/vaastav/Fantasy-Premier-League/tree/master/data/2018-19/players/Davinson_S%C3%A1nchez_359,2018-19,93
333,17,Sessegnon,399,,50,341,Spurs,Ryan,Sessegnon,RyanSessegnon,Ryan_Sessegnon_184,Ryan_Sessegnon_184,/vaastav/Fantasy-Premier-League/tree/master/data/2018-19/players/Ryan_Sessegnon_184,2018-19,92
336,17,Skipp,404,0.0,45,74,Spurs,Oliver,Skipp,OliverSkipp,Oliver_Skipp_540,Oliver_Skipp_540,/vaastav/Fantasy-Premier-League/tree/master/data/2018-19/players/Oliver_Skipp_540,2018-19,91
337,17,Foyth,406,,45,66,Spurs,Juan,Foyth,JuanFoyth,Juan_Foyth_549,Juan_Foyth_549,/vaastav/Fantasy-Premier-League/tree/master/data/2018-19/players/Juan_Foyth_549,2018-19,89
338,17,Doherty,457,,60,2836,Spurs,Matt,Doherty,MattDoherty,Matt_Doherty_425,Matt_Doherty_425,/vaastav/Fantasy-Premier-League/tree/master/data/2018-19/players/Matt_Doherty_425,2018-19,91
339,17,Hart,482,100.0,45,0,Spurs,Joe,Hart,JoeHart,Joe_Hart_490,Joe_Hart_490,/vaastav/Fantasy-Premier-League/tree/master/data/2018-19/players/Joe_Hart_490,2018-19,86
344,18,Austin,415,,55,0,West Brom,Charlie,Austin,CharlieAustin,Charlie_Austin_348,Charlie_Austin_348,/vaastav/Fantasy-Premier-League/tree/master/data/2018-19/players/Charlie_Austin_348,2018-19,92
345,18,Zohore,416,,50,0,West Brom,Kenneth,Zohore,KennethZohore,Kenneth_Zohore_107,Kenneth_Zohore_107,/vaastav/Fantasy-Premier-League/tree/master/data/2018-19/players/Kenneth_Zohore_107,2018-19,92
354,19,Noble,427,,50,2675,West Ham,Mark,Noble,MarkNoble,Mark_Noble_411,Mark_Noble_411,/vaastav/Fantasy-Premier-League/tree/master/data/2018-19/players/Mark_Noble_411,2018-19,89
355,19,Snodgrass,428,,60,1504,West Ham,Robert,Snodgrass,RobertSnodgrass,Robert_Snodgrass_489,Robert_Snodgrass_489,/vaastav/Fantasy-Premier-League/tree/master/data/2018-19/players/Robert_Snodgrass_489,2018-19,93
357,19,Fabianski,431,,50,2117,West Ham,Lukasz,Fabianski,LukaszFabianski,Lukasz_Fabianski_400,Lukasz_Fabianski_400,/vaastav/Fantasy-Premier-League/tree/master/data/2018-19/players/Lukasz_Fabianski_400,2018-19,93
358,19,Ogbonna,432,,50,2786,West Ham,Angelo,Ogbonna,AngeloOgbonna,Angelo_Ogbonna_403,Angelo_Ogbonna_403,/vaastav/Fantasy-Premier-League/tree/master/data/2018-19/players/Angelo_Ogbonna_403,2018-19,92
360,19,Wilshere,434,,50,209,West Ham,Jack,Wilshere,JackWilshere,Jack_Wilshere_447,Jack_Wilshere_447,/vaastav/Fantasy-Premier-League/tree/master/data/2018-19/players/Jack_Wilshere_447,2018-19,92
361,19,Cresswell,435,,50,2727,West Ham,Aaron,Cresswell,AaronCresswell,Aaron_Cresswell_402,Aaron_Cresswell_402,/vaastav/Fantasy-Premier-League/tree/master/data/2018-19/players/Aaron_Cresswell_402,2018-19,93
362,19,Yarmolenko,436,,60,981,West Ham,Andriy,Yarmolenko,AndriyYarmolenko,Andriy_Yarmolenko_453,Andriy_Yarmolenko_453,/vaastav/Fantasy-Premier-League/tree/master/data/2018-19/players/Andriy_Yarmolenko_453,2018-19,94
363,19,Antonio,437,,65,1767,West Ham,Michail,Antonio,MichailAntonio,Michail_Antonio_415,Michail_Antonio_415,/vaastav/Fantasy-Premier-League/tree/master/data/2018-19/players/Michail_Antonio_415,2018-19,93
364,19,Fredericks,438,,45,2235,West Ham,Ryan,Fredericks,RyanFredericks,Ryan_Fredericks_408,Ryan_Fredericks_408,/vaastav/Fantasy-Premier-League/tree/master/data/2018-19/players/Ryan_Fredericks_408,2018-19,93
365,19,Lanzini,439,,65,1370,West Ham,Manuel,Lanzini,ManuelLanzini,Manuel_Lanzini_414,Manuel_Lanzini_414,/vaastav/Fantasy-Premier-League/tree/master/data/2018-19/players/Manuel_Lanzini_414,2018-19,92
