,team,web_name,id_x,chance_of_playing_next_round,now_cost,minutes,team_name,first_name,second_name,full_name,matches,name,link,season,fuzz_ratio
10,1,Bellerín,11,,50,1156,Arsenal,Héctor,Bellerín,HéctorBellerín,Héctor_Bellerín_2,Héctor_Bellerín_2,/vaastav/Fantasy-Premier-League/tree/master/data/2019-20/players/H%C3%A9ctor_Beller%C3%ADn_2,2019-20,93
11,1,Martínez,12,,45,770,Arsenal,Emiliano,Martínez,EmilianoMartínez,Emiliano_Martínez_427,Emiliano_Martínez_427,/vaastav/Fantasy-Premier-League/tree/master/data/2019-20/players/Emiliano_Mart%C3%ADnez_427,2019-20,94
12,1,Chambers,13,0.0,45,1102,Arsenal,Calum,Chambers,CalumChambers,Calum_Chambers_467,Calum_Chambers_467,/vaastav/Fantasy-Premier-League/tree/master/data/2019-20/players/Calum_Chambers_467,2019-20,92
13,1,Kolasinac,14,,50,1694,Arsenal,Sead,Kolasinac,SeadKolasinac,Sead_Kolasinac_3,Sead_Kolasinac_3,/vaastav/Fantasy-Premier-League/tree/master/data/2019-20/players/Sead_Kolasinac_3,2019-20,92
14,1,Maitland-Niles,15,,50,1382,Arsenal,Ainsley,Maitland-Niles,AinsleyMaitland-Niles,Ainsley_Maitland-Niles_4,Ainsley_Maitland-Niles_4,/vaastav/Fantasy-Premier-League/tree/master/data/2019-20/players/Ainsley_Maitland-Niles_4,2019-20,95
15,1,Holding,16,,45,580,Arsenal,Rob,Holding,RobHolding,Rob_Holding_10,Rob_Holding_10,/vaastav/Fantasy-Premier-League/tree/master/data/2019-20/players/Rob_Holding_10,2019-20,90
16,1,Tierney,17,,55,986,Arsenal,Kieran,Tierney,KieranTierney,Kieran_Tierney_515,Kieran_Tierney_515,/vaastav/Fantasy-Premier-League/tree/master/data/2019-20/players/Kieran_Tierney_515,2019-20,92
17,1,Pépé,18,,80,2004,Arsenal,Nicolas,Pépé,NicolasPépé,Nicolas_Pépé_488,Nicolas_Pépé_488,/vaastav/Fantasy-Premier-League/tree/master/data/2019-20/players/Nicolas_P%C3%A9p%C3%A9_488,2019-20,91
18,1,Torreira,19,,50,1501,Arsenal,Lucas,Torreira,LucasTorreira,Lucas_Torreira_19,Lucas_Torreira_19,/vaastav/Fantasy-Premier-League/tree/master/data/2019-20/players/Lucas_Torreira_19,2019-20,92
19,1,Willock,20,,50,838,Arsenal,Joseph,Willock,JosephWillock,Joseph_Willock_490,Joseph_Willock_490,/vaastav/Fantasy-Premier-League/tree/master/data/2019-20/players/Joseph_Willock_490,2019-20,92
20,1,Nelson,21,,55,622,Arsenal,Reiss,Nelson,ReissNelson,Reiss_Nelson_489,Reiss_Nelson_489,/vaastav/Fantasy-Premier-League/tree/master/data/2019-20/players/Reiss_Nelson_489,2019-20,91
21,1,Nketiah,22,,60,628,Arsenal,Edward,Nketiah,EdwardNketiah,Edward_Nketiah_13,Edward_Nketiah_13,/vaastav/Fantasy-Premier-League/tree/master/data/2019-20/players/Edward_Nketiah_13,2019-20,92
22,1,Smith Rowe,23,,45,96,Arsenal,Emile,Smith Rowe,EmileSmith Rowe,Emile_Smith Rowe_576,Emile_Smith Rowe_576,/vaastav/Fantasy-Premier-League/tree/master/data/2019-20/players/Emile_Smith%20Rowe_576,2019-20,93
23,1,Saka,24,,55,1746,Arsenal,Bukayo,Saka,BukayoSaka,Bukayo_Saka_541,Bukayo_Saka_541,/vaastav/Fantasy-Premier-League/tree/master/data/2019-20/players/Bukayo_Saka_541,2019-20,90
24,1,Guendouzi,25,,50,1744,Arsenal,Matteo,Guendouzi,MatteoGuendouzi,Matteo_Guendouzi_21,Matteo_Guendouzi_21,/vaastav/Fantasy-Premier-League/tree/master/data/2019-20/players/Matteo_Guendouzi_21,2019-20,93
25,1,Martinelli,26,0.0,50,656,Arsenal,Gabriel Teodoro,Martinelli Silva,Gabriel TeodoroMartinelli Silva,Gabriel Teodoro_Martinelli Silva_504,Gabriel Teodoro_Martinelli Silva_504,/vaastav/Fantasy-Premier-League/tree/master/data/2019-20/players/Gabriel%20Teodoro_Martinelli%20Silva_504,2019-20,97
27,1,Willian,478,,80,2595,Arsenal,Willian,Borges Da Silva,WillianBorges Da Silva,Willian_Borges Da Silva_113,Willian_Borges Da Silva_113,/vaastav/Fantasy-Premier-League/tree/master/data/2019-20/players/Willian_Borges%20Da%20Silva_113,2019-20,95
28,2,Heaton,28,0.0,45,1794,Aston Villa,Tom,Heaton,TomHeaton,Tom_Heaton_94,Tom_Heaton_94,/vaastav/Fantasy-Premier-League/tree/master/data/2019-20/players/Tom_Heaton_94,2019-20,89
29,2,El Mohamady,29,,45,1024,Aston Villa,Ahmed,El Mohamady,AhmedEl Mohamady,Ahmed_El Mohamady_22,Ahmed_El Mohamady_22,/vaastav/Fantasy-Premier-League/tree/master/data/2019-20/players/Ahmed_El%20Mohamady_22,2019-20,94
30,2,Lansbury,30,,45,190,Aston Villa,Henri,Lansbury,HenriLansbury,Henri_Lansbury_35,Henri_Lansbury_35,/vaastav/Fantasy-Premier-League/tree/master/data/2019-20/players/Henri_Lansbury_35,2019-20,92
31,2,Taylor,31,,45,1088,Aston Villa,Neil,Taylor,NeilTaylor,Neil_Taylor_24,Neil_Taylor_24,/vaastav/Fantasy-Premier-League/tree/master/data/2019-20/players/Neil_Taylor_24,2019-20,90
32,2,Steer,32,,40,7,Aston Villa,Jed,Steer,JedSteer,Jed_Steer_429,Jed_Steer_429,/vaastav/Fantasy-Premier-League/tree/master/data/2019-20/players/Jed_Steer_429,2019-20,88
33,2,Hourihane,33,,60,1526,Aston Villa,Conor,Hourihane,ConorHourihane,Conor_Hourihane_28,Conor_Hourihane_28,/vaastav/Fantasy-Premier-League/tree/master/data/2019-20/players/Conor_Hourihane_28,2019-20,93
34,2,Jota,34,,60,329,Aston Villa,José Ignacio,Peleteiro Romallo,José IgnacioPeleteiro Romallo,José Ignacio_Peleteiro Romallo_36,José Ignacio_Peleteiro Romallo_36,/vaastav/Fantasy-Premier-League/tree/master/data/2019-20/players/Jos%C3%A9%20Ignacio_Peleteiro%20Romallo_36,2019-20,97
35,2,Nyland,35,,40,537,Aston Villa,Ørjan,Nyland,ØrjanNyland,Ørjan_Nyland_27,Ørjan_Nyland_27,/vaastav/Fantasy-Premier-League/tree/master/data/2019-20/players/%C3%98rjan_Nyland_27,2019-20,91
36,2,Engels,36,,45,1446,Aston Villa,Bjorn,Engels,BjornEngels,Bjorn_Engels_455,Bjorn_Engels_455,/vaastav/Fantasy-Premier-League/tree/master/data/2019-20/players/Bjorn_Engels_455,2019-20,91
37,2,Grealish,37,,70,3233,Aston Villa,Jack,Grealish,JackGrealish,Jack_Grealish_29,Jack_Grealish_29,/vaastav/Fantasy-Premier-League/tree/master/data/2019-20/players/Jack_Grealish_29,2019-20,92
38,2,McGinn,38,,55,2312,Aston Villa,John,McGinn,JohnMcGinn,John_McGinn_31,John_McGinn_31,/vaastav/Fantasy-Premier-League/tree/master/data/2019-20/players/John_McGinn_31,2019-20,90
39,2,Hause,39,,45,1544,Aston Villa,Kortney,Hause,KortneyHause,Kortney_Hause_25,Kortney_Hause_25,/vaastav/Fantasy-Premier-League/tree/master/data/2019-20/players/Kortney_Hause_25,2019-20,92
40,2,Trézéguet,40,,55,1936,Aston Villa,Mahmoud Ahmed,Ibrahim Hassan,Mahmoud AhmedIbrahim Hassan,Mahmoud Ahmed_Ibrahim Hassan_465,Mahmoud Ahmed_Ibrahim Hassan_465,/vaastav/Fantasy-Premier-League/tree/master/data/2019-20/players/Mahmoud%20Ahmed_Ibrahim%20Hassan_465,2019-20,96
41,2,Mings,41,,50,2902,Aston Villa,Tyrone,Mings,TyroneMings,Tyrone_Mings_445,Tyrone_Mings_445,/vaastav/Fantasy-Premier-League/tree/master/data/2019-20/players/Tyrone_Mings_445,2019-20,91
42,2,Targett,42,,45,2291,Aston Villa,Matt,Targett,MattTargett,Matt_Targett_309,Matt_Targett_309,/vaastav/Fantasy-Premier-League/tree/master/data/2019-20/players/Matt_Targett_309,2019-20,91
44,2,Nakamba,44,,45,1826,Aston Villa,Marvelous,Nakamba,MarvelousNakamba,Marvelous_Nakamba_491,Marvelous_Nakamba_491,/vaastav/Fantasy-Premier-League/tree/master/data/2019-20/players/Marvelous_Nakamba_491,2019-20,94
45,2,El Ghazi,45,,60,2046,Aston Villa,Anwar,El Ghazi,AnwarEl Ghazi,Anwar_El Ghazi_30,Anwar_El Ghazi_30,/vaastav/Fantasy-Premier-League/tree/master/data/2019-20/players/Anwar_El%20Ghazi_30,2019-20,92
46,2,Konsa,46,,45,2038,Aston Villa,Ezri,Konsa Ngoyo,EzriKonsa Ngoyo,Ezri_Konsa Ngoyo_452,Ezri_Konsa Ngoyo_452,/vaastav/Fantasy-Premier-League/tree/master/data/2019-20/players/Ezri_Konsa%20Ngoyo_452,2019-20,93
47,2,Guilbert,47,,45,2038,Aston Villa,Frédéric,Guilbert,FrédéricGuilbert,Frédéric_Guilbert_458,Frédéric_Guilbert_458,/vaastav/Fantasy-Premier-League/tree/master/data/2019-20/players/Fr%C3%A9d%C3%A9ric_Guilbert_458,2019-20,94
48,2,Wesley,48,0.0,60,1782,Aston Villa,Wesley,Moraes,WesleyMoraes,Wesley_Moraes_428,Wesley_Moraes_428,/vaastav/Fantasy-Premier-League/tree/master/data/2019-20/players/Wesley_Moraes_428,2019-20,92
49,2,Samatta,49,,60,940,Aston Villa,Mbwana,Samatta,MbwanaSamatta,Mbwana_Samatta_613,Mbwana_Samatta_613,/vaastav/Fantasy-Premier-League/tree/master/data/2019-20/players/Mbwana_Samatta_613,2019-20,92
50,2,Davis,50,,45,534,Aston Villa,Keinan,Davis,KeinanDavis,Keinan_Davis_34,Keinan_Davis_34,/vaastav/Fantasy-Premier-League/tree/master/data/2019-20/players/Keinan_Davis_34,2019-20,91
51,2,Vassilev,51,,45,47,Aston Villa,Indiana,Vassilev,IndianaVassilev,Indiana_Vassilev_600,Indiana_Vassilev_600,/vaastav/Fantasy-Premier-League/tree/master/data/2019-20/players/Indiana_Vassilev_600,2019-20,93
52,2,Douglas Luiz,52,,50,2604,Aston Villa,Douglas Luiz,Soares de Paulo,Douglas LuizSoares de Paulo,Douglas Luiz_Soares de Paulo_470,Douglas Luiz_Soares de Paulo_470,/vaastav/Fantasy-Premier-League/tree/master/data/2019-20/players/Douglas%20Luiz_Soares%20de%20Paulo_470,2019-20,96
53,3,Murray,53,0.0,50,785,Brighton,Glenn,Murray,GlennMurray,Glenn_Murray_44,Glenn_Murray_44,/vaastav/Fantasy-Premier-League/tree/master/data/2019-20/players/Glenn_Murray_44,2019-20,91
54,3,Lallana,54,,65,371,Brighton,Adam,Lallana,AdamLallana,Adam_Lallana_195,Adam_Lallana_195,/vaastav/Fantasy-Premier-League/tree/master/data/2019-20/players/Adam_Lallana_195,2019-20,91
55,3,Stephens,55,,45,2525,Brighton,Dale,Stephens,DaleStephens,Dale_Stephens_57,Dale_Stephens_57,/vaastav/Fantasy-Premier-League/tree/master/data/2019-20/players/Dale_Stephens_57,2019-20,92
56,3,Button,56,,40,0,Brighton,David,Button,DavidButton,David_Button_48,David_Button_48,/vaastav/Fantasy-Premier-League/tree/master/data/2019-20/players/David_Button_48,2019-20,91
57,3,Groß,57,,60,1791,Brighton,Pascal,Groß,PascalGroß,Pascal_Groß_49,Pascal_Groß_49,/vaastav/Fantasy-Premier-League/tree/master/data/2019-20/players/Pascal_Gro%C3%9F_49,2019-20,90
58,3,Duffy,58,0.0,45,1232,Brighton,Shane,Duffy,ShaneDuffy,Shane_Duffy_37,Shane_Duffy_37,/vaastav/Fantasy-Premier-League/tree/master/data/2019-20/players/Shane_Duffy_37,2019-20,90
59,3,Pröpper,59,,50,2826,Brighton,Davy,Pröpper,DavyPröpper,Davy_Pröpper_54,Davy_Pröpper_54,/vaastav/Fantasy-Premier-League/tree/master/data/2019-20/players/Davy_Pr%C3%B6pper_54,2019-20,91
60,3,Mooy,60,0.0,50,2079,Brighton,Aaron,Mooy,AaronMooy,Aaron_Mooy_516,Aaron_Mooy_516,/vaastav/Fantasy-Premier-League/tree/master/data/2019-20/players/Aaron_Mooy_516,2019-20,89
61,3,Burn,61,,45,2879,Brighton,Dan,Burn,DanBurn,Dan_Burn_475,Dan_Burn_475,/vaastav/Fantasy-Premier-League/tree/master/data/2019-20/players/Dan_Burn_475,2019-20,86
62,3,Dunk,62,,50,3230,Brighton,Lewis,Dunk,LewisDunk,Lewis_Dunk_42,Lewis_Dunk_42,/vaastav/Fantasy-Premier-League/tree/master/data/2019-20/players/Lewis_Dunk_42,2019-20,89
63,3,Montoya,63,0.0,45,1892,Brighton,Martín,Montoya,MartínMontoya,Martín_Montoya_38,Martín_Montoya_38,/vaastav/Fantasy-Premier-League/tree/master/data/2019-20/players/Mart%C3%ADn_Montoya_38,2019-20,92
64,3,Andone,64,,50,71,Brighton,Florin,Andone,FlorinAndone,Florin_Andone_46,Florin_Andone_46,/vaastav/Fantasy-Premier-League/tree/master/data/2019-20/players/Florin_Andone_46,2019-20,92
65,3,March,65,,50,1139,Brighton,Solomon,March,SolomonMarch,Solomon_March_55,Solomon_March_55,/vaastav/Fantasy-Premier-League/tree/master/data/2019-20/players/Solomon_March_55,2019-20,92
66,3,Webster,66,,45,2668,Brighton,Adam,Webster,AdamWebster,Adam_Webster_493,Adam_Webster_493,/vaastav/Fantasy-Premier-League/tree/master/data/2019-20/players/Adam_Webster_493,2019-20,91
67,3,Maupay,68,,65,2763,Brighton,Neal,Maupay,NealMaupay,Neal_Maupay_502,Neal_Maupay_502,/vaastav/Fantasy-Premier-League/tree/master/data/2019-20/players/Neal_Maupay_502,2019-20,90
68,3,Trossard,69,,60,2004,Brighton,Leandro,Trossard,LeandroTrossard,Leandro_Trossard_421,Leandro_Trossard_421,/vaastav/Fantasy-Premier-League/tree/master/data/2019-20/players/Leandro_Trossard_421,2019-20,93
69,3,Ryan,70,,45,3420,Brighton,Mathew,Ryan,MathewRyan,Mathew_Ryan_47,Mathew_Ryan_47,/vaastav/Fantasy-Premier-League/tree/master/data/2019-20/players/Mathew_Ryan_47,2019-20,90
70,3,Jahanbakhsh,71,,55,305,Brighton,Alireza,Jahanbakhsh,AlirezaJahanbakhsh,Alireza_Jahanbakhsh_50,Alireza_Jahanbakhsh_50,/vaastav/Fantasy-Premier-League/tree/master/data/2019-20/players/Alireza_Jahanbakhsh_50,2019-20,94
72,3,Clarke,73,0.0,45,0,Brighton,Matthew,Clarke,MatthewClarke,Matthew_Clarke_43,Matthew_Clarke_43,/vaastav/Fantasy-Premier-League/tree/master/data/2019-20/players/Matthew_Clarke_43,2019-20,92
74,3,Bernardo,75,,40,675,Brighton,Bernardo,Fernandes da Silva Junior,BernardoFernandes da Silva Junior,Bernardo_Fernandes da Silva Junior_39,Bernardo_Fernandes da Silva Junior_39,/vaastav/Fantasy-Premier-League/tree/master/data/2019-20/players/Bernardo_Fernandes%20da%20Silva%20Junior_39,2019-20,97
75,3,Bissouma,76,,45,1253,Brighton,Yves,Bissouma,YvesBissouma,Yves_Bissouma_53,Yves_Bissouma_53,/vaastav/Fantasy-Premier-League/tree/master/data/2019-20/players/Yves_Bissouma_53,2019-20,92
76,3,Lamptey,77,,45,619,Brighton,Tariq,Lamptey,TariqLamptey,Tariq_Lamptey_586,Tariq_Lamptey_586,/vaastav/Fantasy-Premier-League/tree/master/data/2019-20/players/Tariq_Lamptey_586,2019-20,92
77,3,Connolly,78,,55,1250,Brighton,Aaron,Connolly,AaronConnolly,Aaron_Connolly_534,Aaron_Connolly_534,/vaastav/Fantasy-Premier-League/tree/master/data/2019-20/players/Aaron_Connolly_534,2019-20,92
78,3,Alzate,79,,45,1181,Brighton,Steven,Alzate,StevenAlzate,Steven_Alzate_537,Steven_Alzate_537,/vaastav/Fantasy-Premier-League/tree/master/data/2019-20/players/Steven_Alzate_537,2019-20,92
79,3,Mac Allister,80,,55,348,Brighton,Alexis,Mac Allister,AlexisMac Allister,Alexis_Mac Allister_627,Alexis_Mac Allister_627,/vaastav/Fantasy-Premier-League/tree/master/data/2019-20/players/Alexis_Mac%20Allister_627,2019-20,94
80,4,Tarkowski,81,,55,3420,Burnley,James,Tarkowski,JamesTarkowski,James_Tarkowski_84,James_Tarkowski_84,/vaastav/Fantasy-Premier-League/tree/master/data/2019-20/players/James_Tarkowski_84,2019-20,93
81,4,Bardsley,82,,45,1890,Burnley,Phil,Bardsley,PhilBardsley,Phil_Bardsley_86,Phil_Bardsley_86,/vaastav/Fantasy-Premier-League/tree/master/data/2019-20/players/Phil_Bardsley_86,2019-20,92
82,4,Pieters,83,,45,1876,Burnley,Erik,Pieters,ErikPieters,Erik_Pieters_447,Erik_Pieters_447,/vaastav/Fantasy-Premier-League/tree/master/data/2019-20/players/Erik_Pieters_447,2019-20,91
83,4,Cork,84,0.0,50,2614,Burnley,Jack,Cork,JackCork,Jack_Cork_102,Jack_Cork_102,/vaastav/Fantasy-Premier-League/tree/master/data/2019-20/players/Jack_Cork_102,2019-20,88
84,4,Long,85,,45,562,Burnley,Kevin,Long,KevinLong,Kevin_Long_88,Kevin_Long_88,/vaastav/Fantasy-Premier-League/tree/master/data/2019-20/players/Kevin_Long_88,2019-20,89
85,4,Rodriguez,86,,60,2002,Burnley,Jay,Rodriguez,JayRodriguez,Jay_Rodriguez_451,Jay_Rodriguez_451,/vaastav/Fantasy-Premier-League/tree/master/data/2019-20/players/Jay_Rodriguez_451,2019-20,92
86,4,Barnes,87,,60,1350,Burnley,Ashley,Barnes,AshleyBarnes,Ashley_Barnes_90,Ashley_Barnes_90,/vaastav/Fantasy-Premier-League/tree/master/data/2019-20/players/Ashley_Barnes_90,2019-20,92
87,4,Mee,88,,50,2880,Burnley,Ben,Mee,BenMee,Ben_Mee_83,Ben_Mee_83,/vaastav/Fantasy-Premier-League/tree/master/data/2019-20/players/Ben_Mee_83,2019-20,83
88,4,Westwood,89,,55,3150,Burnley,Ashley,Westwood,AshleyWestwood,Ashley_Westwood_101,Ashley_Westwood_101,/vaastav/Fantasy-Premier-League/tree/master/data/2019-20/players/Ashley_Westwood_101,2019-20,93
89,4,Gudmundsson,90,,55,617,Burnley,Johann Berg,Gudmundsson,Johann BergGudmundsson,Johann Berg_Gudmundsson_96,Johann Berg_Gudmundsson_96,/vaastav/Fantasy-Premier-League/tree/master/data/2019-20/players/Johann%20Berg_Gudmundsson_96,2019-20,95
90,4,Wood,91,,65,2436,Burnley,Chris,Wood,ChrisWood,Chris_Wood_91,Chris_Wood_91,/vaastav/Fantasy-Premier-League/tree/master/data/2019-20/players/Chris_Wood_91,2019-20,89
91,4,Lowton,92,,45,1530,Burnley,Matthew,Lowton,MatthewLowton,Matthew_Lowton_85,Matthew_Lowton_85,/vaastav/Fantasy-Premier-League/tree/master/data/2019-20/players/Matthew_Lowton_85,2019-20,92
92,4,Vydra,93,,50,807,Burnley,Matej,Vydra,MatejVydra,Matej_Vydra_92,Matej_Vydra_92,/vaastav/Fantasy-Premier-League/tree/master/data/2019-20/players/Matej_Vydra_92,2019-20,90
93,4,Gibson,94,,40,0,Burnley,Ben,Gibson,BenGibson,Ben_Gibson_89,Ben_Gibson_89,/vaastav/Fantasy-Premier-League/tree/master/data/2019-20/players/Ben_Gibson_89,2019-20,89
94,4,Brady,95,,50,445,Burnley,Robbie,Brady,RobbieBrady,Robbie_Brady_98,Robbie_Brady_98,/vaastav/Fantasy-Premier-League/tree/master/data/2019-20/players/Robbie_Brady_98,2019-20,91
95,4,Pope,96,,55,3420,Burnley,Nick,Pope,NickPope,Nick_Pope_93,Nick_Pope_93,/vaastav/Fantasy-Premier-League/tree/master/data/2019-20/players/Nick_Pope_93,2019-20,88
96,4,Taylor,97,,45,1944,Burnley,Charlie,Taylor,CharlieTaylor,Charlie_Taylor_87,Charlie_Taylor_87,/vaastav/Fantasy-Premier-League/tree/master/data/2019-20/players/Charlie_Taylor_87,2019-20,92
97,4,Brownhill,98,,50,805,Burnley,Josh,Brownhill,JoshBrownhill,Josh_Brownhill_620,Josh_Brownhill_620,/vaastav/Fantasy-Premier-League/tree/master/data/2019-20/players/Josh_Brownhill_620,2019-20,92
98,4,Peacock-Farrell,99,,40,0,Burnley,Bailey,Peacock-Farrell,BaileyPeacock-Farrell,Bailey_Peacock-Farrell_495,Bailey_Peacock-Farrell_495,/vaastav/Fantasy-Premier-League/tree/master/data/2019-20/players/Bailey_Peacock-Farrell_495,2019-20,95
99,4,McNeil,100,,60,3339,Burnley,Dwight,McNeil,DwightMcNeil,Dwight_McNeil_97,Dwight_McNeil_97,/vaastav/Fantasy-Premier-League/tree/master/data/2019-20/players/Dwight_McNeil_97,2019-20,92
100,5,Caballero,101,,50,450,Chelsea,Willy,Caballero,WillyCaballero,Willy_Caballero_112,Willy_Caballero_112,/vaastav/Fantasy-Premier-League/tree/master/data/2019-20/players/Willy_Caballero_112,2019-20,93
101,5,Azpilicueta,102,,60,3229,Chelsea,César,Azpilicueta,CésarAzpilicueta,César_Azpilicueta_105,César_Azpilicueta_105,/vaastav/Fantasy-Premier-League/tree/master/data/2019-20/players/C%C3%A9sar_Azpilicueta_105,2019-20,94
102,5,Giroud,103,,70,988,Chelsea,Olivier,Giroud,OlivierGiroud,Olivier_Giroud_110,Olivier_Giroud_110,/vaastav/Fantasy-Premier-League/tree/master/data/2019-20/players/Olivier_Giroud_110,2019-20,92
103,5,Alonso,104,,60,1429,Chelsea,Marcos,Alonso,MarcosAlonso,Marcos_Alonso_103,Marcos_Alonso_103,/vaastav/Fantasy-Premier-League/tree/master/data/2019-20/players/Marcos_Alonso_103,2019-20,92
104,5,Jorginho,105,,50,2376,Chelsea,Jorge Luiz,Frello Filho,Jorge LuizFrello Filho,Jorge Luiz_Frello Filho_118,Jorge Luiz_Frello Filho_118,/vaastav/Fantasy-Premier-League/tree/master/data/2019-20/players/Jorge%20Luiz_Frello%20Filho_118,2019-20,95
105,5,Barkley,106,,60,1095,Chelsea,Ross,Barkley,RossBarkley,Ross_Barkley_117,Ross_Barkley_117,/vaastav/Fantasy-Premier-League/tree/master/data/2019-20/players/Ross_Barkley_117,2019-20,91
106,5,Kovacic,107,0.0,55,2065,Chelsea,Mateo,Kovacic,MateoKovacic,Mateo_Kovacic_432,Mateo_Kovacic_432,/vaastav/Fantasy-Premier-League/tree/master/data/2019-20/players/Mateo_Kovacic_432,2019-20,92
107,5,Batshuayi,108,,60,224,Chelsea,Michy,Batshuayi,MichyBatshuayi,Michy_Batshuayi_461,Michy_Batshuayi_461,/vaastav/Fantasy-Premier-League/tree/master/data/2019-20/players/Michy_Batshuayi_461,2019-20,93
108,5,Rüdiger,109,,50,1710,Chelsea,Antonio,Rüdiger,AntonioRüdiger,Antonio_Rüdiger_104,Antonio_Rüdiger_104,/vaastav/Fantasy-Premier-League/tree/master/data/2019-20/players/Antonio_R%C3%BCdiger_104,2019-20,93
109,5,Zouma,110,,50,2343,Chelsea,Kurt,Zouma,KurtZouma,Kurt_Zouma_459,Kurt_Zouma_459,/vaastav/Fantasy-Premier-League/tree/master/data/2019-20/players/Kurt_Zouma_459,2019-20,89
110,5,Emerson,111,,50,1022,Chelsea,Emerson,Palmieri dos Santos,EmersonPalmieri dos Santos,Emerson_Palmieri dos Santos_107,Emerson_Palmieri dos Santos_107,/vaastav/Fantasy-Premier-League/tree/master/data/2019-20/players/Emerson_Palmieri%20dos%20Santos_107,2019-20,96
111,5,Arrizabalaga,112,,50,2970,Chelsea,Kepa,Arrizabalaga,KepaArrizabalaga,Kepa_Arrizabalaga_111,Kepa_Arrizabalaga_111,/vaastav/Fantasy-Premier-League/tree/master/data/2019-20/players/Kepa_Arrizabalaga_111,2019-20,94
112,5,Kanté,113,,50,1730,Chelsea,N'Golo,Kanté,N'GoloKanté,N'Golo_Kanté_119,N'Golo_Kanté_119,/vaastav/Fantasy-Premier-League/tree/master/data/2019-20/players/N'Golo_Kant%C3%A9_119,2019-20,91
113,5,Loftus-Cheek,115,,60,203,Chelsea,Ruben,Loftus-Cheek,RubenLoftus-Cheek,Ruben_Loftus-Cheek_115,Ruben_Loftus-Cheek_115,/vaastav/Fantasy-Premier-League/tree/master/data/2019-20/players/Ruben_Loftus-Cheek_115,2019-20,94
114,5,Christensen,116,,50,1751,Chelsea,Andreas,Christensen,AndreasChristensen,Andreas_Christensen_108,Andreas_Christensen_108,/vaastav/Fantasy-Premier-League/tree/master/data/2019-20/players/Andreas_Christensen_108,2019-20,94
115,5,Abraham,118,,75,2206,Chelsea,Tammy,Abraham,TammyAbraham,Tammy_Abraham_460,Tammy_Abraham_460,/vaastav/Fantasy-Premier-League/tree/master/data/2019-20/players/Tammy_Abraham_460,2019-20,92
116,5,Pulisic,119,50.0,85,1717,Chelsea,Christian,Pulisic,ChristianPulisic,Christian_Pulisic_431,Christian_Pulisic_431,/vaastav/Fantasy-Premier-League/tree/master/data/2019-20/players/Christian_Pulisic_431,2019-20,94
