,name,prediction
0,TomasSoucek,8.238974690437317
1,MattDoherty,9.136726379394533
2,ReeceJames,6.439540147781372
3,JohnLundstram,6.162978172302246
4,MarcosAlonso,6.152862310409545
5,SébastienHaller,6.653219342231751
6,KepaArrizabalaga,4.8831893503665915
7,JohnFleck,5.6179556250572205
8,Pierre-EmerickAubameyang,10.750179409980774
9,Felipe AndersonPereira Gomes,5.063852369785309
10,AlexandreLacazette,6.342283755540848
11,HarryKane,7.254286050796509
